	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
LOC622167	0.0	0.0	0.0	0.0	0.0	0.0382659	0.0	0.0689113	0.0	0.0320909	0.0	0.0	0.0	0.0290601	0.0	0.0	0.0
Dab1	0.298259	0.158588	0.0269686	0.0529505	0.0679085	0.543006	0.0	0.0318714	0.0160747	0.0203618	0.00391159	0.0	0.0	0.00351072	0.0	0.0	0.0344525
C8b	0.466498	0.0957777	0.0	0.0	1.11713	0.0233827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0083246
C8a	1.37871	0.0570695	0.0	0.00705387	2.71253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700024P16Rik	0.092015	0.222353	0.0653006	0.28029	0.0856636	0.293295	0.00791773	0.0945516	0.0417816	0.0403925	0.0406556	0.0503335	0.00731435	0.0304242	0.0	0.00546978	0.0
Prkaa2	0.930294	1.90898	1.50346	0.392086	1.5574	1.83175	1.35745	1.41639	0.335482	1.09179	0.872575	0.533852	1.19011	0.796363	0.58712	0.767774	0.644903
Ppap2b	31.5934	39.7406	29.6102	53.2432	25.231	33.388	19.864	20.6918	16.4905	15.2082	19.8411	14.6756	18.0972	15.5535	17.41	18.1212	17.7651
Usp24	12.7868	15.5029	16.4223	12.2328	12.2104	17.297	9.81525	8.91394	8.14573	9.09124	10.8925	8.97155	10.8746	10.0106	7.99079	10.3532	10.1726
Pcsk9	2.43901	4.61578	3.40187	1.11174	3.02671	2.5944	17.2865	19.4439	16.6347	22.6208	17.2053	19.2174	16.9631	18.9124	0.0298112	0.00970909	0.0257554
Bsnd	0.0164847	0.017293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853497	0.0	0.0	0.0	0.0
Dhcr24	41.8401	39.9841	34.082	15.6509	24.5305	36.5136	22.4182	19.2905	15.2767	19.1145	23.3574	16.7975	18.8097	19.0681	9.35231	9.39065	10.6722
BC055111	0.0	0.0244839	0.0153938	0.0	0.0128445	0.0	0.0131275	0.0	0.0115247	0.0	0.0	0.0	0.0120929	0.0	0.0	0.00901133	0.0
Ttc22	1.51646	7.03376	4.26095	0.79663	2.1397	3.4451	2.23961	2.44775	1.32972	1.294	1.33619	3.07203	1.04713	1.45262	0.814519	0.322386	0.211163
Pars2	2.9646	4.39486	4.3152	2.52782	3.39413	3.66351	4.70125	4.4634	4.26438	4.69649	3.83968	4.39442	4.746	4.27099	4.54379	3.97901	3.94507
Ttc4	17.2014	16.4566	17.9671	13.2108	12.1101	12.8319	15.3413	15.2783	18.6662	14.4139	13.2718	15.1968	15.0902	10.8744	9.76718	10.1973	10.1715
Heatr8	0.0852651	0.168276	0.165535	0.0409541	0.22668	0.184977	0.0	0.0154744	0.0148088	0.00477208	0.00480427	0.0101915	0.020749	0.00431266	0.0715693	0.0505079	0.0412167
Fam151a	0.129245	0.052493	0.0389822	0.0271233	0.0799446	0.0971584	6.02e-09	0.0194295	1.67e-08	3.47e-09	0.0239932	5.68e-08	8.99e-09	1.79e-08	3.35e-08	1.85e-09	4.43e-09
Acot11	5.25264	5.22868	6.13291	1.74603	3.35039	4.49848	1.42469	1.07042	1.01491	0.915987	1.16632	0.784701	0.93297	0.7623	4.05169	3.27284	3.33044
Ssbp3	24.2231	22.2347	21.7975	18.028	20.5448	21.0187	18.3641	19.1177	19.5753	19.7217	14.6687	18.0516	19.3859	17.2692	39.5215	28.0277	27.4657
Mrpl37	26.3668	30.9931	31.0652	24.0705	22.3957	30.7725	24.7131	25.5517	24.8953	27.6785	27.4087	23.7392	26.8064	26.5209	20.381	21.6725	24.0954
Cyb5rl	3.55863	5.20336	3.63357	2.06769	2.61172	4.32315	2.21542	2.29755	2.20355	2.17249	2.08608	2.32261	2.72111	2.30689	1.66678	1.50318	1.66935
Cdcp2	0.00859116	0.00901295	0.0113405	0.0	0.0	0.00990343	0.0	0.0176944	0.0	0.0	0.0	0.0	0.00889737	0.0	0.0	0.0	0.0
2210012G02Rik	4.05829	4.96438	3.85154	3.36529	3.65611	4.18821	4.38058	4.40027	4.501	4.23437	4.38025	4.90547	4.62815	4.22006	2.20719	1.66452	1.6605
Tmem59	211.236	222.006	219.137	179.686	163.091	206.689	172.468	182.6	173.736	163.933	171.412	175.98	169.262	167.467	190.146	160.119	161.05
Ldlrad1	0.0271629	0.057174	0.107504	0.0317097	0.0	0.0	0.0621106	0.0563393	0.0	0.0261985	0.0	0.028053	0.0283327	0.0237139	0.0213861	0.0	0.0
Lrrc42	21.6669	21.1126	25.5201	21.4593	20.2258	24.922	25.357	23.1398	20.9546	23.0409	22.6823	22.0928	22.5342	22.1709	30.5195	27.0459	27.2871
Hspb11	15.9008	9.63295	19.4914	17.6634	12.3524	13.1666	19.1967	18.5403	32.0072	15.5132	18.6847	27.2781	21.48	14.8833	22.3762	20.5222	17.7976
Dio1	0.478261	0.42826	0.408335	0.196918	0.634902	0.454064	0.285614	0.696675	0.723745	0.457468	0.351829	1.63973	0.583809	0.5597	2.52365	1.57414	1.34955
Yipf1	39.7182	33.3236	36.3107	33.546	22.9081	31.2449	30.1814	29.848	36.3878	25.7468	28.4059	29.6091	31.1054	24.4222	16.1284	14.769	15.2703
Tmem48	9.70148	8.37346	11.9546	18.3482	7.90527	7.58959	8.72575	7.37888	9.77576	7.94638	9.71977	7.08618	9.79498	7.24585	5.94264	10.6418	11.2345
Glis1	0.245376	0.0965186	0.172077	0.384653	0.219687	0.229809	0.094562	0.0789381	0.0680295	0.065768	0.0661919	0.0858632	0.0873236	0.0660527	0.0850326	0.12461	0.207826
Dmrtb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998128	0.010603
Lrp8	2.06677	1.34452	4.07973	3.03314	2.0199	1.9558	1.91885	1.79794	1.95714	2.17002	2.13004	1.83265	2.09789	2.08555	1.02427	1.63821	1.7783
Magoh	103.64	91.4174	115.796	114.275	87.5656	88.9178	177.146	147.828	202.589	138.85	166.61	177.56	157.714	109.38	50.7168	80.6457	69.908
0610037L13Rik	19.6553	14.2484	13.5117	16.4668	11.7557	15.4513	10.2525	9.83115	12.9118	9.61755	10.7019	8.82873	11.3306	7.51186	3.01893	3.90284	4.06018
Cpt2	14.1364	17.3541	18.3549	10.0931	16.5801	15.3093	12.0562	12.0255	11.6343	11.413	12.1153	11.2817	11.8445	11.7536	16.2259	13.2328	12.7667
Slc1a7	0.133094	0.0465334	0.0195214	0.0517549	0.024444	0.0511378	0.00828724	0.00761108	0.0145753	0.0352269	0.0	0.0	0.0	0.00318408	0.0354367	0.0572245	0.170049
Podn	13.437	8.52022	1.83656	7.36449	4.36837	10.9243	1.32368	2.94283	1.05398	3.3099	0.831194	0.867807	1.62084	1.47477	0.343404	0.167754	0.103368
Scp2	47.9512	37.3846	38.8681	32.7032	28.9269	29.4063	35.0348	40.9007	47.425	30.23	36.9247	40.8576	35.9053	27.877	20.1617	17.8096	16.6789
Echdc2	29.9641	41.9633	48.7885	9.28444	18.9165	33.9634	48.6122	56.2419	64.4134	46.409	41.8907	71.7373	49.952	37.5392	11.0617	10.1071	9.97842
Zyg11a	0.0297034	0.103896	0.0522765	0.0115515	0.142017	0.0114144	0.0556242	0.071409	0.0	0.00944863	0.076057	0.0302867	0.0	0.0341677	0.0	0.00765528	0.00812791
Zyg11b	10.1942	9.16644	9.16167	10.6525	7.33466	9.22948	8.06499	7.54649	7.61302	8.23905	8.12181	8.60846	8.04251	7.8056	6.54337	6.43247	6.22633
2010305A19Rik	4.24567	4.38033	4.72156	3.52492	4.55026	3.92944	3.14448	3.49082	3.37583	3.57373	3.72306	3.76219	4.56401	3.79093	2.84739	3.19542	3.42328
Fam159a	0.0502903	0.106274	0.0	0.0587565	0.110188	0.116222	0.0	0.0526166	0.0508837	0.0	0.0	0.0528501	0.0	0.0446185	0.31452	0.306304	0.0818576
Gpx7	22.3053	9.2642	9.07464	34.6473	9.82788	16.013	6.31898	7.55119	5.58882	6.31386	7.53291	2.90083	7.13301	5.71215	0.79564	1.11827	0.677287
Zcchc11	6.86789	10.8804	9.71848	6.45322	9.38439	10.3816	6.50289	8.08194	8.41049	8.05623	5.62929	10.3127	6.42844	7.7322	15.3203	12.9524	11.6548
Prpf38a	29.8625	25.7301	31.7463	28.4462	22.43	23.841	40.1897	34.8778	46.5058	32.6364	40.5128	43.5278	36.911	27.9195	16.2922	19.528	20.3086
Orc1	1.56369	1.55501	2.1226	1.52301	1.61746	1.62388	1.8848	1.74621	2.19541	1.84834	2.60302	1.37373	2.35164	1.99464	2.59814	4.90348	5.45642
Cc2d1b	15.8257	20.6416	19.169	14.0181	11.227	16.0007	17.2634	16.1614	15.141	16.3415	15.3685	16.6257	14.9094	13.53	9.48558	10.538	11.12
Zfyve9	8.55471	9.15508	8.50788	8.50318	7.99166	9.49323	8.24906	7.44794	6.98809	7.37214	9.37894	7.15656	9.01225	7.43601	6.25915	6.59734	6.5247
3110021N24Rik	0.575669	0.719197	0.512322	0.473341	0.481417	0.3766	0.408823	0.354405	0.322733	0.403499	0.410178	0.322682	0.595731	0.344854	0.504582	0.667523	0.556703
Btf3l4	12.0565	10.2333	13.231	11.975	8.59479	8.83376	12.5003	12.1742	17.5486	12.2305	11.3146	12.476	11.9333	8.99268	6.87325	6.89901	6.54095
Txndc12	50.5583	38.616	48.385	53.2049	37.9845	40.5777	38.8263	36.6216	49.5845	37.2438	38.2692	37.1843	39.8646	36.5	47.1585	45.3274	42.7653
Kti12	17.561	20.4507	21.2147	18.103	15.8086	22.8917	18.7052	17.738	16.0232	18.7001	23.3744	18.8138	24.5939	20.9036	5.88422	8.22608	8.24853
Rab3b	0.252859	0.39774	1.04515	0.419246	0.322786	0.352746	0.394908	0.534012	0.44579	0.583014	0.5485	0.392513	0.578342	0.561259	2.69371	3.10053	3.29013
8030443G20Rik	0.0	0.0	0.0	8.8e-11	1.02e-09	0.0	0.0	0.0	4.82e-10	2.46e-11	0.0	0.0	0.0	0.0	0.0	4.65e-13	5.1e-13
Nrd1	41.0141	40.7845	40.1807	41.7494	29.4833	41.7494	35.9914	31.9832	34.1243	33.916	34.3371	30.3292	34.6653	32.5178	25.5676	29.4298	29.5482
Osbpl9	50.6385	42.9873	47.8496	48.804	35.4202	39.2056	49.8492	42.4995	47.286	38.6804	48.9077	38.8371	44.4531	34.2456	25.0801	28.5914	25.9315
Mir761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Calr4	0.219976	0.092406	0.212899	0.290909	0.145297	0.152199	0.645696	0.484378	0.595221	0.505288	0.691639	0.360136	0.426249	0.35541	0.0	0.0452713	0.0481053
Eps15	35.0767	29.7936	27.7216	33.3846	22.4088	30.1658	31.4367	28.0855	30.3989	28.6171	32.713	28.3116	30.1854	26.415	15.0068	15.6615	15.1968
Ttc39a	7.48206	19.389	11.8089	3.09367	7.5298	9.56404	8.29627	8.37454	6.42205	7.38468	6.5686	8.73975	4.97124	6.6315	5.61713	2.78451	2.74494
Rnf11	58.5091	48.9322	60.7234	70.2975	42.2606	67.6516	69.0763	51.3164	52.0669	52.4513	66.7554	50.1662	60.9095	55.158	39.5237	46.53	44.9935
4930522H14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0235234	0.0
Cdkn2c	10.0182	6.67612	15.6541	17.6317	7.40223	5.45417	12.8088	14.8226	21.4076	15.4805	15.206	17.8872	15.9627	13.3807	11.236	9.89089	10.0817
Faf1	12.0786	11.5428	16.9023	13.6047	11.5709	11.8189	14.5608	13.1404	13.8639	12.3594	13.5435	12.0476	13.4553	11.2745	10.0167	11.899	11.4678
Dmrta2	0.226469	0.221709	0.0896856	0.0616455	0.232917	0.182732	0.947753	1.28997	0.959882	0.999909	1.03533	1.12185	1.35199	1.1769	0.0239187	0.087629	0.0496011
Elavl4	0.109466	0.0409738	0.0481109	0.0272079	0.0428253	0.0450382	0.0	0.0399616	0.00574161	0.0249782	0.00558758	0.0237111	0.0	0.0	0.0	0.0180619	0.0
Agbl4	0.0	0.0	0.0681062	0.0150521	0.0	0.0	0.0	0.0133064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bend5	1.94998	1.43145	0.398416	1.41483	0.998912	1.89776	0.254194	0.314507	0.413057	0.17903	0.111486	0.182479	0.107425	0.115976	0.0	0.00979433	0.0104039
Spata6	15.5869	12.217	16.8267	17.812	11.252	11.2196	5.33783	4.81729	5.05559	4.57881	4.96853	3.00679	3.96638	3.27789	8.56688	7.67944	7.62366
Slc5a9	1.33468	1.92345	0.356359	0.110789	0.264493	0.270775	0.0503033	0.0359859	0.083635	0.0	0.0287289	0.00507863	0.0103397	0.00429817	0.130772	0.0774449	0.0903735
Skint8	0.0	0.0	0.0	0.0	0.0208983	0.0219094	0.0	0.0	0.0188534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint7	0.0	0.0	0.0	0.0150154	0.0	0.0	0.0	0.0173658	0.0127256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0399339	0.172535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint4	0.0109477	0.0	0.0	0.0	0.0181006	0.0	0.00612331	0.0563039	0.140108	0.00520955	0.0157333	0.0	0.00566219	0.0	0.0	0.0	0.0
Skint3	0.836455	0.1909	0.194578	0.120665	0.226806	0.0908144	0.0746242	0.304896	0.679893	0.1558	0.168665	0.148181	0.0940634	0.109794	0.0	0.0	0.0
Skint9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235076	0.555338	0.0167788	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0287527	0.0275719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint10	0.0	0.0	0.0	0.0	0.0148357	0.0	0.0	0.0973102	0.439862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint6	0.00573353	0.0	0.0	0.0	0.0	0.0	0.0	0.0117961	0.146778	0.00545756	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0511441	0.133758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint11	0.0	0.0	0.0	0.0	0.0	0.0375501	0.0	0.0177684	0.237086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm12824	2.90591	1.44633	1.04592	2.79111	1.43196	2.09531	0.699438	0.93099	0.526693	1.25594	0.773715	0.543582	1.04697	0.881142	0.0309038	0.0478193	0.0507141
Gm12830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Foxd2	0.25689	0.143734	0.124336	0.299695	0.188691	0.335613	0.0864764	0.149908	0.109794	0.155134	0.139685	0.218064	0.230571	0.147615	0.0542464	0.0331205	0.0632831
9130206I24Rik	1.25512	0.674522	0.562542	1.0394	0.580521	0.785888	0.425635	0.486533	0.48117	0.524245	0.587069	0.709847	0.57752	0.547282	0.0552296	0.18585	0.241793
Foxe3	0.0303134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cmpk1	55.9694	46.8049	56.0442	46.7739	42.3653	42.8846	63.9908	61.3732	79.9593	59.1575	72.619	65.6432	63.3059	54.1264	23.4751	26.1038	24.6235
Stil	2.48839	2.45961	3.44595	3.06828	2.44799	1.94614	3.8907	3.20086	3.48577	3.48946	3.71547	2.54287	3.08182	2.77309	2.27904	4.8894	5.56648
Tal1	1.79499	1.43079	0.609737	2.6877	0.798376	2.00828	0.434374	0.512824	0.444296	0.439507	0.588271	0.223999	0.597149	0.586774	0.00416042	0.0121958	0.0
Pdzk1ip1	24.6354	66.946	45.4947	4.17163	10.0036	27.2111	20.4126	30.2421	38.288	19.7245	14.8289	48.5428	29.6327	26.0169	65.3566	19.762	16.1492
Cyp4x1	0.0776265	0.114148	0.614677	0.0	0.0341783	0.143231	0.0175426	0.0480898	0.10764	0.029734	0.029899	0.0635841	0.0806075	0.0268914	0.0	0.0	0.0
Cyp4a29-ps	0.0	0.0162343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4a12a	0.018629	0.0977302	0.110655	0.0	0.345692	0.00536885	0.285906	0.105782	0.379902	0.0891029	0.178824	1.5278	0.775204	0.144587	0.419121	0.255347	0.232085
Cyp4a12b	0.0	0.0296766	0.0248893	0.0	0.0910445	0.00543425	0.0565288	0.0396572	0.192613	0.0281075	0.0160899	0.308891	0.189071	0.0301149	0.993932	1.00782	1.03462
Cyp4a30b-ps	0.0	0.0162705	0.0	0.0	0.0	0.017864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4a14	0.0451057	0.0	0.0	0.0	0.029816	0.0	0.0	0.0278746	0.0	0.0	0.0	0.0	0.0	0.00777805	0.0	0.0139545	0.00740691
Cyp4a10	0.0788699	0.168708	0.0144586	0.00639023	0.0271465	0.0	0.0123209	0.15807	0.0434289	0.0209205	0.0105238	0.0979842	0.0309104	0.0189144	0.00866783	0.025398	0.00449515
Cyp4a31	0.0250765	0.0604071	0.0059182	0.0107467	0.0634283	0.010619	0.0	0.0	0.0030294	0.0	0.0	0.0166894	0.0	0.0	0.0	0.0	0.0302524
Gm12839	0.378419	0.289359	0.142518	0.197404	0.118388	0.0624804	0.142964	0.0	0.265357	0.216509	0.106161	0.128193	0.05698	0.0480903	0.0211068	0.092475	0.0
Cyp4a32	0.0655456	0.106115	0.175187	0.00702336	0.0933584	0.0277613	0.0271117	0.124139	0.198867	0.0690231	0.0347168	0.132093	0.0624229	0.020803	0.0285692	0.0279016	0.0403366
Cyp4b1	4.92552	23.9029	20.3285	7.35059	7.00094	4.86304	6.83164	10.5048	22.11	10.1169	8.0306	14.4213	11.9538	7.07631	10.0747	4.10346	4.06152
4732418C07Rik	17.5425	23.4602	20.0657	12.656	13.0629	21.1532	14.9204	15.703	15.6301	16.6383	17.1277	18.3621	18.1206	18.8858	12.9751	12.6746	11.9527
4930544O15Rik	0.163157	0.240621	0.215209	0.076202	0.0358343	0.376676	0.150064	0.305201	0.195954	0.284219	0.190158	0.439904	0.238761	0.0857888	0.179539	0.150065	0.133286
Atpaf1	3.48681	3.69947	4.67942	3.04814	3.42382	3.62779	4.71351	5.07318	5.30112	5.18986	4.8864	4.89155	5.15229	5.00176	3.35212	3.54474	3.30101
Mob3c	7.68658	8.31955	5.58186	4.99608	5.19607	8.84836	4.48951	5.31608	6.18793	5.59914	5.19771	6.69703	6.90682	6.51278	6.15366	5.08462	5.20609
Mknk1	23.0268	20.6112	15.2155	21.5885	16.0151	20.5009	13.9167	16.2804	14.3919	16.2388	15.7892	15.3277	15.4033	13.9089	8.52126	8.04122	8.15463
Kncn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0269527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dmbx1	0.0	0.0	0.0383369	0.0254045	0.0320093	0.00627421	0.0	0.00559941	0.0053591	0.0	0.0	0.0	0.0	0.0	0.0352475	0.0168674	0.0279636
Faah	4.9819	9.22377	7.7045	1.39421	3.54039	5.51676	2.4947	2.21665	2.05377	1.52602	1.85553	3.85512	1.9914	2.07618	8.60739	4.72725	4.641
Nsun4	5.98125	6.31408	6.0275	3.94836	4.3064	5.43131	4.21995	5.27867	6.30706	5.68527	4.49649	5.50417	5.13329	4.94408	4.82092	3.71969	3.65321
Uqcrh	316.86	316.638	374.493	342.13	268.762	278.54	481.893	416.568	592.671	357.205	431.913	478.629	405.89	347.8	219.361	201.19	186.016
Lrrc41	24.5496	26.2066	29.926	24.2339	22.5506	24.0183	29.0526	29.876	29.9097	26.4543	31.3871	30.6501	32.8063	28.6911	26.396	23.1399	24.3644
Rad54l	3.2969	2.14401	3.25431	2.70278	2.02862	2.18705	2.94797	2.79111	3.42382	3.52638	4.01757	2.65771	3.48913	3.22958	1.79385	4.02487	4.66835
1520402A15Rik	1.42208	1.77518	1.23641	0.780944	0.828561	1.96807	1.5331	1.38256	1.7412	1.58724	1.86987	2.17742	1.96407	1.91417	0.885389	0.61927	0.603411
Pomgnt1	19.4046	19.6511	22.986	28.0247	15.916	22.5992	24.3561	24.1866	19.8554	25.6803	27.1303	24.7386	28.3483	28.4153	10.0795	10.9901	12.0672
Tspan1	5.97975	20.9547	11.6004	3.67206	10.4239	27.8775	13.9204	9.22562	5.67848	3.99771	11.363	12.591	6.22434	7.12839	0.433412	0.504354	0.602648
1700042G07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pik3r3	6.58874	5.03925	2.38859	2.91552	2.39253	5.10713	1.27301	1.15354	1.6194	1.15767	1.69235	1.20969	1.63034	1.25093	0.467129	0.993513	0.879396
Mast2	19.3333	26.4082	22.8582	17.4669	18.0868	24.4253	27.4983	25.0513	21.8634	27.5827	27.9299	27.8466	27.7148	29.827	21.8121	22.2517	23.8886
Ipp	5.88235	5.235	6.92527	3.26812	4.11766	5.37817	5.14914	5.81838	5.94781	5.48278	5.61968	6.57331	5.31543	5.24526	3.52099	3.7638	3.49866
Tmem69	5.73681	5.9521	7.52385	4.434	5.86932	6.32305	8.40353	8.82472	9.67629	8.90937	8.39457	10.3591	9.01617	8.00348	4.72389	5.0646	4.89748
Gpbp1l1	20.3458	24.8666	21.439	11.8194	16.8919	22.986	23.3687	20.7119	22.8151	20.5226	22.294	24.7485	22.7548	19.9904	14.626	15.8504	15.0859
Ccdc17	1.22432	1.68627	1.44851	0.461394	0.506294	1.07284	1.00385	1.21987	1.28274	0.938698	1.04606	1.37749	1.23499	0.712283	0.816079	0.579076	0.44843
C530005A16Rik	0.595385	0.610772	0.45895	0.152284	0.441369	0.68689	0.169078	0.15602	0.250034	0.303753	0.334943	0.372579	0.376043	0.248981	0.240075	0.248847	0.345528
Nasp	27.994	22.6507	34.0198	30.8477	24.2617	24.2718	50.0191	40.0927	50.7508	43.4943	50.0648	45.9685	47.367	38.4486	13.2244	24.6104	26.3969
Akr1a1	483.423	401.279	468.595	404.67	306.902	393.64	493.97	490.804	535.392	447.917	502.677	446.392	491.252	462.794	274.033	269.921	269.364
AV051173	0.702062	0.494216	0.246823	0.218702	0.35907	0.540682	0.491373	0.635714	0.519773	0.456962	0.457836	0.44149	0.885415	0.372804	0.293013	0.107038	0.495524
Prdx1	276.911	228.642	365.106	208.106	240.787	221.036	506.913	476.98	672.719	431.1	569.301	594.457	566.801	405.982	225.645	214.342	201.072
Mmachc	6.23097	5.92286	7.44737	4.31471	4.62428	6.62936	8.10764	7.98278	8.47671	8.10402	8.51542	8.24691	9.63631	10.1787	4.34077	5.17942	5.50109
Ccdc163	7.75781	8.97448	6.91022	6.60622	4.83632	9.00296	4.77362	4.94375	5.31504	4.26737	5.00247	4.04047	5.28681	3.46937	1.94136	2.37633	2.31269
Tesk2	3.21509	3.26165	2.38105	2.55549	1.64532	2.43971	4.36881	5.41847	4.56357	4.72736	3.89069	4.72714	3.57893	3.70333	2.58399	2.39374	2.65704
Toe1	14.996	13.6107	18.8138	13.2574	11.3601	12.4566	19.0176	18.2643	19.7518	17.4026	17.9004	18.9773	18.1275	15.494	7.43325	9.44032	9.87217
Mutyh	1.76896	2.2171	2.55414	1.78106	1.71193	1.6285	2.901	3.57242	2.36436	2.5294	3.07031	2.66376	2.6056	2.32063	1.511	2.23518	2.48023
Hpdl	0.851171	1.8186	4.86137	0.582227	1.76094	1.50613	2.31953	2.96891	2.61502	3.00579	2.75439	3.48379	3.01632	2.93421	0.278376	0.509658	0.48139
Zswim5	0.220314	0.440904	0.100478	0.149517	0.273802	0.738623	0.0536932	0.0452977	0.0354596	0.0380887	0.0536899	0.0284669	0.062118	0.0447451	0.120706	0.18004	0.161332
Urod	42.5916	41.9803	50.3143	38.6751	30.463	34.8336	51.7661	57.6481	61.4249	51.3599	51.0399	56.3788	55.6338	50.4379	37.2625	32.067	31.2944
Hectd3	11.0851	13.0632	12.1145	7.71401	7.87832	9.23643	9.58319	10.0655	9.31227	9.38594	9.54715	10.1776	9.50452	9.06428	6.54003	6.06488	5.84061
Eif2b3	15.957	13.1485	19.3962	20.4339	11.7438	13.4787	20.2362	17.9498	22.0864	18.0345	18.7661	16.3843	20.0985	15.8001	3.3364	5.31973	5.63683
Ptch2	0.42788	0.864906	0.671296	0.231482	0.772317	0.643285	0.201316	0.720967	0.69625	0.844334	0.118868	0.718855	0.692961	0.672383	0.00491411	0.0096028	0.0
Btbd19	3.58963	4.97152	7.51545	3.19923	3.12683	3.61612	2.93098	3.47324	3.87276	3.57802	3.25313	3.60072	3.5885	3.14311	0.847891	1.10034	1.1366
Tctex1d4	0.337928	0.136691	0.342989	0.121317	0.0	0.11992	0.415647	0.539064	0.414638	0.475775	0.226385	0.536185	0.135469	0.204015	0.0409995	0.139913	0.0425557
Plk3	9.48156	10.3595	9.98208	10.75	5.42425	9.67564	7.79683	7.25107	7.07673	7.26986	9.24324	7.92301	7.65012	7.20071	2.12401	3.15274	3.62944
Rps8	171.901	181.105	209.184	194.275	152.339	181.837	211.202	272.725	307.957	214.496	236.754	235.699	245.519	234.61	72.5959	77.1732	80.38
Snord38a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snord55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kif2c	6.41063	5.32452	9.82182	9.12146	6.50502	5.46037	12.8596	10.6059	10.9101	10.5249	16.4595	9.95069	14.0852	10.6543	5.9993	12.5636	13.7036
Gm1661	0.102881	0.0826565	0.149149	0.0195549	0.0	0.147066	0.0	0.0129926	0.0124552	0.0481667	0.0861099	0.0171728	0.0174088	0.0489973	0.110701	0.0889594	0.155826
Tmem53	6.54956	4.51002	4.3025	3.30374	2.90289	4.07447	2.92681	4.52787	3.87101	3.53498	2.9235	2.75533	2.92357	2.50958	5.24186	3.76801	3.4831
Rnf220	15.918	17.0687	18.0529	14.218	14.3282	18.2538	13.9044	16.6672	12.0688	16.7855	14.0066	13.5376	14.2729	15.5153	9.41659	10.1793	11.1244
Eri3	29.475	24.1274	30.6891	27.4943	22.5263	26.6617	31.8551	36.3966	34.9497	38.4614	31.3089	31.245	35.7237	35.794	25.6247	22.3405	22.8647
Dmap1	12.2095	12.4133	13.0351	11.7815	9.33842	10.4518	14.063	14.5626	15.9237	13.7314	13.5964	12.4381	13.2154	12.821	10.9705	10.4577	10.7035
