hsa	bta
hsa0000137887	bta0000070661
hsa0000137888	bta0000070662
hsa0000137889	bta0000070662
hsa0000137890	bta0000070662
hsa0000137892	bta0000070664
hsa0000137895	bta0000071606
hsa0000137942	bta0000090681
hsa0000137943	bta0000090681
hsa0000137944	bta0000090681
hsa0000137946	bta0000090683
hsa0000137947	bta0000090684
hsa0000137948	bta0000090684
hsa0000137949	bta0000090685
hsa0000137950	bta0000090686
hsa0000137954	bta0000090811
hsa0000137955	bta0000090812
hsa0000137956	bta0000090813
hsa0000137961	bta0000090818
hsa0000137967	bta0000090824
hsa0000137974	bta0000090831
hsa0000137978	bta0000090833
hsa0000137980	bta0000090835
hsa0000137981	bta0000090835
hsa0000137983	bta0000090836
hsa0000137984	bta0000090837
hsa0000137988	bta0000090839
hsa0000137989	bta0000090840
hsa0000137991	bta0000090842
hsa0000137992	bta0000090843
hsa0000137993	bta0000090844
hsa0000137994	bta0000090845
hsa0000137996	bta0000090847
hsa0000137997	bta0000090848
hsa0000137999	bta0000090851
hsa0000138000	bta0000090853
hsa0000138001	bta0000090868
hsa0000138003	bta0000090871
hsa0000138007	bta0000090879
hsa0000138012	bta0000090884
hsa0000138014	bta0000090885
hsa0000138053	bta0000090888
hsa0000138054	bta0000090890
hsa0000138081	bta0000090908
hsa0000138085	bta0000090914
hsa0000138086	bta0000090915
hsa0000138087	bta0000090916
hsa0000138088	bta0000090917
hsa0000138089	bta0000090918
hsa0000138090	bta0000090919
hsa0000138091	bta0000090920
hsa0000138093	bta0000090922
hsa0000138096	bta0000090925
hsa0000138098	bta0000090927
hsa0000138105	bta0000090934
hsa0000138110	bta0000090939
hsa0000138114	bta0000090943
hsa0000138115	bta0000090944
hsa0000138116	bta0000090945
hsa0000138119	bta0000090948
hsa0000138122	bta0000090951
hsa0000138124	bta0000090953
hsa0000138125	bta0000090955
hsa0000138125	bta0000090954
hsa0000138130	bta0000090763
hsa0000138134	bta0000090767
hsa0000138137	bta0000090769
hsa0000138139	bta0000090771
hsa0000138143	bta0000090775
hsa0000138145	bta0000090776
hsa0000138146	bta0000090777
hsa0000138146	bta0000090776
hsa0000138152	bta0000090753
hsa0000138153	bta0000090754
hsa0000138157	bta0000090757
hsa0000138160	bta0000090760
hsa0000138170	bta0000073818
hsa0000138172	bta0000073820
hsa0000138174	bta0000073822
hsa0000138179	bta0000073827
hsa0000138195	bta0000068932
hsa0000138197	bta0000068934
hsa0000138198	bta0000068935
hsa0000138205	bta0000068942
hsa0000138206	bta0000068943
hsa0000138207	bta0000068944
hsa0000138208	bta0000068945
hsa0000138210	bta0000068946
hsa0000138212	bta0000068947
hsa0000138215	bta0000068949
hsa0000138221	bta0000068952
hsa0000138222	bta0000068952
hsa0000138223	bta0000068952
hsa0000138233	bta0000073759
hsa0000138233	bta0000073758
hsa0000138234	bta0000073760
hsa0000138244	bta0000087754
hsa0000138245	bta0000087755
hsa0000138248	bta0000087759
hsa0000138252	bta0000087763
hsa0000138254	bta0000087764
hsa0000138255	bta0000087765
hsa0000138256	bta0000087766
hsa0000138258	bta0000087767
hsa0000138382	bta0000067373
hsa0000138390	bta0000067376
hsa0000138394	bta0000067380
hsa0000138399	bta0000067384
hsa0000138401	bta0000067386
hsa0000138403	bta0000067388
hsa0000138404	bta0000067389
hsa0000138412	bta0000067394
hsa0000138413	bta0000067395
hsa0000138419	bta0000067401
hsa0000138420	bta0000067402
hsa0000138429	bta0000090138
hsa0000138430	bta0000090139
hsa0000138439	bta0000090145
hsa0000138441	bta0000090146
hsa0000138442	bta0000090147
hsa0000138443	bta0000090148
hsa0000138444	bta0000090149
hsa0000138446	bta0000090150
hsa0000138447	bta0000070638
hsa0000138448	bta0000070639
hsa0000138450	bta0000070640
hsa0000138452	bta0000070640
hsa0000138456	bta0000070641
hsa0000138458	bta0000070642
hsa0000138468	bta0000087342
hsa0000138491	bta0000091557
hsa0000138495	bta0000091570
hsa0000138496	bta0000069657
hsa0000138497	bta0000069658
hsa0000138498	bta0000069659
hsa0000138502	bta0000069660
hsa0000138503	bta0000069662
hsa0000138504	bta0000069664
hsa0000138506	bta0000069666
hsa0000138507	bta0000069667
hsa0000138510	bta0000069669
hsa0000138511	bta0000066750
hsa0000138514	bta0000066753
hsa0000138522	bta0000066759
hsa0000138528	bta0000069465
hsa0000138529	bta0000069466
hsa0000138531	bta0000069468
hsa0000138533	bta0000069470
hsa0000138559	bta0000067416
hsa0000138560	bta0000067417
hsa0000138560	bta0000067416
hsa0000138561	bta0000067418
hsa0000138562	bta0000067419
hsa0000138563	bta0000067420
hsa0000138564	bta0000067421
hsa0000138565	bta0000067422
hsa0000138570	bta0000067423
hsa0000138571	bta0000067426
hsa0000138573	bta0000067428
hsa0000138575	bta0000067431
hsa0000138576	bta0000067432
hsa0000138578	bta0000067434
hsa0000138580	bta0000067437
hsa0000138601	bta0000068099
hsa0000138603	bta0000067992
hsa0000138606	bta0000067993
hsa0000138607	bta0000067994
hsa0000138608	bta0000067995
hsa0000138613	bta0000068076
hsa0000138614	bta0000068077
hsa0000138616	bta0000068079
hsa0000138618	bta0000068081
hsa0000138619	bta0000068082
hsa0000138620	bta0000068083
hsa0000138638	bta0000068012
hsa0000138638	bta0000068011
hsa0000138642	bta0000068014
hsa0000138645	bta0000068017
hsa0000138649	bta0000068021
hsa0000138650	bta0000068022
hsa0000138653	bta0000068024
hsa0000138654	bta0000068025
hsa0000138656	bta0000068027
hsa0000138659	bta0000091393
hsa0000138663	bta0000091399
hsa0000138664	bta0000091400
hsa0000138665	bta0000091401
hsa0000138693	bta0000089017
hsa0000138694	bta0000089018
hsa0000138695	bta0000089018
hsa0000138699	bta0000089021
hsa0000138711	bta0000071295
hsa0000138712	bta0000071296
hsa0000138715	bta0000071299
hsa0000138716	bta0000071300
hsa0000138718	bta0000071301
hsa0000138719	bta0000071302
hsa0000138722	bta0000071305
hsa0000138724	bta0000068357
hsa0000138725	bta0000068357
hsa0000138733	bta0000071378
hsa0000138734	bta0000071379
hsa0000138811	bta0000071664
hsa0000138813	bta0000071666
hsa0000138815	bta0000071668
hsa0000138817	bta0000090667
hsa0000138818	bta0000090667
hsa0000138831	bta0000090676
hsa0000138833	bta0000090677
hsa0000138834	bta0000090678
hsa0000138835	bta0000090679
hsa0000138837	bta0000073695
hsa0000138837	bta0000073694
hsa0000138838	bta0000073696
hsa0000138842	bta0000073698
hsa0000138844	bta0000073699
hsa0000138853	bta0000073707
hsa0000138854	bta0000073708
hsa0000138855	bta0000073709
hsa0000138858	bta0000073712
hsa0000138868	bta0000073719
hsa0000138869	bta0000073720
hsa0000138871	bta0000073721
hsa0000138873	bta0000073723
hsa0000138880	bta0000073726
hsa0000138881	bta0000073727
hsa0000138903	bta0000068046
hsa0000138903	bta0000068047
hsa0000138904	bta0000068745
hsa0000138905	bta0000068746
hsa0000138908	bta0000068749
hsa0000138909	bta0000068750
hsa0000138913	bta0000068753
hsa0000138924	bta0000068762
hsa0000138927	bta0000068766
hsa0000138943	bta0000073126
hsa0000138949	bta0000073134
hsa0000138950	bta0000073135
hsa0000138951	bta0000073136
hsa0000138953	bta0000073139
hsa0000138956	bta0000073141
hsa0000138957	bta0000073141
hsa0000138959	bta0000073142
hsa0000138960	bta0000073143
hsa0000138961	bta0000073144
hsa0000138964	bta0000073147
hsa0000138972	bta0000073154
hsa0000138979	bta0000073158
hsa0000138980	bta0000073158
hsa0000138982	bta0000073160
hsa0000138985	bta0000073163
hsa0000138987	bta0000073165
hsa0000138990	bta0000073168
hsa0000138991	bta0000073169
hsa0000138993	bta0000073171
hsa0000138995	bta0000073071
hsa0000138997	bta0000073073
hsa0000138998	bta0000073074
hsa0000138999	bta0000073075
hsa0000139044	bta0000071566
hsa0000139044	bta0000071567
hsa0000139048	bta0000071569
hsa0000139051	bta0000071570
hsa0000139052	bta0000071570
hsa0000139053	bta0000071571
hsa0000139054	bta0000071571
hsa0000139055	bta0000071572
hsa0000139056	bta0000071573
hsa0000139057	bta0000071574
hsa0000139058	bta0000071575
hsa0000139060	bta0000071576
hsa0000139062	bta0000071577
hsa0000139063	bta0000071578
hsa0000139064	bta0000071579
hsa0000139065	bta0000071579
hsa0000139066	bta0000071580
hsa0000139070	bta0000071583
hsa0000139072	bta0000071682
hsa0000139073	bta0000071683
hsa0000139074	bta0000071683
hsa0000139077	bta0000071685
hsa0000139078	bta0000071685
hsa0000139080	bta0000071686
hsa0000139082	bta0000071687
hsa0000139084	bta0000071688
hsa0000139090	bta0000091403
hsa0000139091	bta0000091404
hsa0000139093	bta0000091406
hsa0000139094	bta0000091407
hsa0000139097	bta0000091410
hsa0000139100	bta0000091413
hsa0000139108	bta0000091420
hsa0000139110	bta0000091422
hsa0000139116	bta0000091427
hsa0000139117	bta0000091428
hsa0000139118	bta0000091429
hsa0000139137	bta0000091448
hsa0000139141	bta0000091452
hsa0000139143	bta0000091454
hsa0000139144	bta0000091455
hsa0000139146	bta0000091457
hsa0000139148	bta0000091459
hsa0000139158	bta0000091468
hsa0000139162	bta0000091470
hsa0000139166	bta0000091474
hsa0000139169	bta0000091477
hsa0000139174	bta0000091481
hsa0000139178	bta0000091485
hsa0000139183	bta0000091490
hsa0000139185	bta0000091492
hsa0000139194	bta0000091499
hsa0000139195	bta0000091500
hsa0000139205	bta0000090270
hsa0000139207	bta0000090271
hsa0000139209	bta0000090272
hsa0000139212	bta0000090274
hsa0000139215	bta0000091571
hsa0000139324	bta0000067460
hsa0000139325	bta0000067460
hsa0000139327	bta0000067463
hsa0000139328	bta0000067464
hsa0000139332	bta0000067471
hsa0000139333	bta0000067471
hsa0000139334	bta0000067472
hsa0000139335	bta0000067472
hsa0000139336	bta0000067473
hsa0000139338	bta0000073405
hsa0000139339	bta0000073406
hsa0000139340	bta0000073407
hsa0000139342	bta0000073408
hsa0000139343	bta0000073409
hsa0000139345	bta0000073411
hsa0000139347	bta0000073413
hsa0000139354	bta0000073419
hsa0000139366	bta0000073428
hsa0000139368	bta0000073432
hsa0000139400	bta0000073622
hsa0000139401	bta0000073623
hsa0000139402	bta0000073624
hsa0000139403	bta0000073625
hsa0000139404	bta0000073625
hsa0000139422	bta0000090226
hsa0000139438	bta0000090236
hsa0000139440	bta0000090237
hsa0000139443	bta0000090240
hsa0000139494	bta0000068219
hsa0000139495	bta0000068220
hsa0000139496	bta0000068151
hsa0000139497	bta0000068153
hsa0000139499	bta0000068155
hsa0000139500	bta0000068156
hsa0000139506	bta0000068162
hsa0000139507	bta0000068163
hsa0000139509	bta0000068165
hsa0000139510	bta0000068165
hsa0000139520	bta0000068126
hsa0000139521	bta0000068127
hsa0000139522	bta0000068128
hsa0000139524	bta0000068130
hsa0000139525	bta0000068131
hsa0000139528	bta0000068134
hsa0000139529	bta0000068135
hsa0000139533	bta0000068139
hsa0000139536	bta0000068142
hsa0000139539	bta0000068145
hsa0000139541	bta0000068147
hsa0000139543	bta0000068149
hsa0000139545	bta0000090972
hsa0000139546	bta0000090973
hsa0000139547	bta0000090974
hsa0000139549	bta0000090979
hsa0000139550	bta0000090980
hsa0000139551	bta0000090981
hsa0000139552	bta0000068199
hsa0000139553	bta0000068200
hsa0000139556	bta0000068202
hsa0000139560	bta0000068205
hsa0000139561	bta0000068206
hsa0000139563	bta0000068208
hsa0000139564	bta0000068209
hsa0000139566	bta0000068211
hsa0000139568	bta0000068213
hsa0000139570	bta0000090417
hsa0000139571	bta0000090418
hsa0000139575	bta0000090420
hsa0000139576	bta0000090420
hsa0000139577	bta0000090421
hsa0000139582	bta0000090425
hsa0000139584	bta0000090427
hsa0000139585	bta0000090428
hsa0000139587	bta0000070290
hsa0000139588	bta0000070291
hsa0000139589	bta0000070292
hsa0000139590	bta0000070293
hsa0000139591	bta0000070294
hsa0000139592	bta0000070295
hsa0000139596	bta0000070299
hsa0000139597	bta0000070300
hsa0000139602	bta0000070835
hsa0000139603	bta0000070823
hsa0000139614	bta0000066764
hsa0000139621	bta0000066770
hsa0000139622	bta0000066771
hsa0000139623	bta0000066771
hsa0000139624	bta0000066772
hsa0000139626	bta0000066774
hsa0000139630	bta0000066776
hsa0000139631	bta0000066777
hsa0000139632	bta0000066778
hsa0000139633	bta0000066779
hsa0000139634	bta0000066780
hsa0000139636	bta0000066782
hsa0000139637	bta0000066783
hsa0000139641	bta0000067335
hsa0000139646	bta0000067339
hsa0000139678	bta0000087087
hsa0000139682	bta0000090798
hsa0000139684	bta0000090800
hsa0000139686	bta0000090801
hsa0000139688	bta0000090803
hsa0000139689	bta0000090804
hsa0000139693	bta0000091545
hsa0000139694	bta0000068812
hsa0000139696	bta0000068815
hsa0000139701	bta0000068820
hsa0000139702	bta0000068821
hsa0000139703	bta0000068822
hsa0000139705	bta0000068824
hsa0000139707	bta0000068825
hsa0000139708	bta0000068826
hsa0000139708	bta0000068825
hsa0000139709	bta0000068826
hsa0000139709	bta0000068825
hsa0000139710	bta0000068826
hsa0000139710	bta0000068825
hsa0000139712	bta0000068829
hsa0000139713	bta0000068830
hsa0000139744	bta0000090582
hsa0000139745	bta0000090583
hsa0000139746	bta0000090584
hsa0000139751	bta0000090588
hsa0000139752	bta0000090589
hsa0000139753	bta0000090590
hsa0000139758	bta0000090661
hsa0000139759	bta0000090661
hsa0000139760	bta0000090662
hsa0000139761	bta0000090662
hsa0000139762	bta0000090663
hsa0000139764	bta0000090663
hsa0000139766	bta0000090664
hsa0000139768	bta0000090665
hsa0000139776	bta0000071696
hsa0000139778	bta0000071699
hsa0000139781	bta0000071701
hsa0000139782	bta0000071701
hsa0000139786	bta0000071705
hsa0000139787	bta0000071706
hsa0000139788	bta0000071707
hsa0000139789	bta0000071708
hsa0000139790	bta0000071709
hsa0000139791	bta0000071710
hsa0000139792	bta0000071711
hsa0000139794	bta0000071712
hsa0000139796	bta0000071714
hsa0000139797	bta0000071715
hsa0000139798	bta0000071716
hsa0000139799	bta0000071717
hsa0000139801	bta0000071719
hsa0000139804	bta0000071722
hsa0000139806	bta0000071724
hsa0000139807	bta0000071725
hsa0000139808	bta0000071726
hsa0000139811	bta0000071729
hsa0000139812	bta0000071730
hsa0000139813	bta0000071731
hsa0000139814	bta0000071732
hsa0000139816	bta0000071734
hsa0000139817	bta0000071735
hsa0000139818	bta0000071736
hsa0000139821	bta0000071739
hsa0000139823	bta0000071741
hsa0000139824	bta0000071742
hsa0000139829	bta0000071745
hsa0000139837	bta0000073369
hsa0000139838	bta0000073370
hsa0000139839	bta0000073370
hsa0000139841	bta0000073371
hsa0000139848	bta0000073373
hsa0000139851	bta0000073376
hsa0000139852	bta0000073377
hsa0000139853	bta0000073378
hsa0000139990	bta0000069261
hsa0000139992	bta0000072886
hsa0000139993	bta0000072887
hsa0000139995	bta0000072889
hsa0000139997	bta0000072890
hsa0000139998	bta0000072891
hsa0000139999	bta0000072892
hsa0000140000	bta0000072893
hsa0000140001	bta0000072894
hsa0000140002	bta0000072895
hsa0000140003	bta0000072896
hsa0000140004	bta0000072897
hsa0000140006	bta0000072898
hsa0000140008	bta0000072900
hsa0000140009	bta0000072901
hsa0000140010	bta0000072902
hsa0000140011	bta0000072903
hsa0000140012	bta0000072904
hsa0000140016	bta0000072907
hsa0000140019	bta0000072908
hsa0000140021	bta0000072910
hsa0000140022	bta0000072911
hsa0000140025	bta0000072913
hsa0000140026	bta0000072914
hsa0000140028	bta0000072916
hsa0000140030	bta0000072917
hsa0000140032	bta0000072881
hsa0000140035	bta0000072882
hsa0000140036	bta0000072883
hsa0000140037	bta0000072884
hsa0000140039	bta0000072872
hsa0000140041	bta0000072874
hsa0000140042	bta0000072875
hsa0000140045	bta0000072861
hsa0000140047	bta0000072863
hsa0000140048	bta0000072864
hsa0000140053	bta0000072870
hsa0000140054	bta0000072871
hsa0000140055	bta0000069704
hsa0000140056	bta0000069705
hsa0000140058	bta0000069706
hsa0000140060	bta0000069709
hsa0000140060	bta0000069710
hsa0000140061	bta0000069711
hsa0000140062	bta0000069714
hsa0000140064	bta0000069717
hsa0000140068	bta0000069721
hsa0000140069	bta0000069722
hsa0000140070	bta0000069723
hsa0000140071	bta0000069724
hsa0000140072	bta0000069725
hsa0000140073	bta0000069726
hsa0000140074	bta0000069727
hsa0000140076	bta0000069728
hsa0000140077	bta0000069729
hsa0000140079	bta0000069730
hsa0000140083	bta0000069732
hsa0000140084	bta0000069733
hsa0000140085	bta0000069733
hsa0000140086	bta0000069734
hsa0000140090	bta0000069685
hsa0000140095	bta0000069689
hsa0000140099	bta0000069691
hsa0000140100	bta0000069692
hsa0000140101	bta0000069693
hsa0000140102	bta0000069694
hsa0000140103	bta0000069695
hsa0000140108	bta0000069699
hsa0000140110	bta0000069701
hsa0000140117	bta0000069703
hsa0000140130	bta0000067551
hsa0000140137	bta0000067554
hsa0000140139	bta0000067556
hsa0000140140	bta0000067557
hsa0000140141	bta0000067557
hsa0000140144	bta0000067560
hsa0000140145	bta0000067560
hsa0000140154	bta0000067667
hsa0000140157	bta0000067669
hsa0000140158	bta0000067670
hsa0000140165	bta0000067675
hsa0000140167	bta0000067677
hsa0000140170	bta0000067679
hsa0000140172	bta0000067680
hsa0000140173	bta0000067681
hsa0000140174	bta0000067681
hsa0000140175	bta0000067682
hsa0000140176	bta0000067683
hsa0000140179	bta0000067686
hsa0000140184	bta0000067691
hsa0000140187	bta0000066712
hsa0000140207	bta0000067343
hsa0000140209	bta0000067345
hsa0000140210	bta0000067346
hsa0000140211	bta0000067347
hsa0000140212	bta0000067348
hsa0000140215	bta0000067351
hsa0000140216	bta0000067352
hsa0000140217	bta0000067353
hsa0000140223	bta0000067359
hsa0000140225	bta0000067361
hsa0000140230	bta0000067365
hsa0000140231	bta0000067366
hsa0000140232	bta0000067367
hsa0000140235	bta0000088428
hsa0000140236	bta0000088428
hsa0000140238	bta0000088430
hsa0000140240	bta0000088431
hsa0000140244	bta0000088434
hsa0000140245	bta0000088434
hsa0000140247	bta0000088435
hsa0000140250	bta0000088436
hsa0000140251	bta0000087381
hsa0000140254	bta0000087795
hsa0000140265	bta0000087804
hsa0000140279	bta0000072178
hsa0000140280	bta0000072178
hsa0000140281	bta0000072179
hsa0000140282	bta0000072180
hsa0000140284	bta0000072181
hsa0000140285	bta0000072182
hsa0000140286	bta0000072183
hsa0000140287	bta0000072184
hsa0000140291	bta0000072186
hsa0000140294	bta0000072188
hsa0000140295	bta0000072189
hsa0000140296	bta0000072190
hsa0000140300	bta0000069309
hsa0000140304	bta0000069317
hsa0000140305	bta0000069318
hsa0000140306	bta0000069318
hsa0000140335	bta0000069339
hsa0000140366	bta0000070719
hsa0000140367	bta0000070720
hsa0000140368	bta0000070721
hsa0000140370	bta0000070724
hsa0000140371	bta0000070725
hsa0000140372	bta0000070726
hsa0000140374	bta0000070728
hsa0000140375	bta0000070729
hsa0000140376	bta0000070730
hsa0000140379	bta0000070734
hsa0000140384	bta0000070738
hsa0000140385	bta0000070739
hsa0000140386	bta0000070740
hsa0000140389	bta0000070743
hsa0000140390	bta0000070744
hsa0000140392	bta0000070746
hsa0000140394	bta0000070748
hsa0000140395	bta0000070749
hsa0000140396	bta0000070750
hsa0000140399	bta0000070752
hsa0000140402	bta0000070755
hsa0000140406	bta0000070758
hsa0000140407	bta0000070759
hsa0000140408	bta0000070760
hsa0000140410	bta0000070762
hsa0000140411	bta0000070763
hsa0000140412	bta0000070764
hsa0000140419	bta0000073774
hsa0000140421	bta0000073776
hsa0000140422	bta0000073777
hsa0000140423	bta0000073778
hsa0000140426	bta0000091593
hsa0000140428	bta0000091595
hsa0000140429	bta0000091595
hsa0000140432	bta0000091597
hsa0000140433	bta0000091598
hsa0000140435	bta0000091599
hsa0000140436	bta0000091600
hsa0000140437	bta0000091601
hsa0000140439	bta0000091602
hsa0000140442	bta0000072204
hsa0000140445	bta0000072206
hsa0000140448	bta0000072195
hsa0000140450	bta0000072197
hsa0000140451	bta0000072197
hsa0000140454	bta0000072198
hsa0000140456	bta0000072199
hsa0000140459	bta0000072202
hsa0000140461	bta0000072203
hsa0000140490	bta0000088512
hsa0000140494	bta0000088514
hsa0000140502	bta0000088521
hsa0000140511	bta0000088524
hsa0000140512	bta0000088525
