mouse_exon1	mouse_exon2	human_exon1	human_exon2	human_coord1	human_coord2	identity1	identity2	avg_identity
chr4:148568012:148568179:1	chr15:6821074:6821307:1	ENSE00000743781	ENSE00001212788	chr1:11213399:11213566:-1	chr5:38945491:38945724:-1	0.89	0.82	0.855
chr2:145774166:145774257:-1	chr17:45727871:45728015:-1	ENSE00003587736	ENSE00001140056	chr20:20049340:20049431:-1	chr6:44406323:44406467:1	0.93	0.9	0.915
chr2:145774166:145774257:-1	chr17:45736778:45736905:-1	ENSE00003587736	ENSE00000850339	chr20:20049340:20049431:-1	chr6:44393446:44393573:1	0.93	0.86	0.895
chr2:145774166:145774257:-1	chr17:45735427:45735526:-1	ENSE00003587736	ENSE00001140069	chr20:20049340:20049431:-1	chr6:44396341:44396440:1	0.93	0.85	0.89
chr2:145774166:145774257:-1	chr17:45730527:45730745:-1	ENSE00003587736	ENSE00000850341	chr20:20049340:20049431:-1	chr6:44403809:44404027:1	0.93	0.9	0.915
chr2:145774733:145774885:-1	chr17:45727871:45728015:-1	ENSE00003568575	ENSE00001140056	chr20:20050470:20050622:-1	chr6:44406323:44406467:1	0.84	0.9	0.87
chr2:145774733:145774885:-1	chr17:45736778:45736905:-1	ENSE00003568575	ENSE00000850339	chr20:20050470:20050622:-1	chr6:44393446:44393573:1	0.84	0.86	0.85
chr2:145774733:145774885:-1	chr17:45735427:45735526:-1	ENSE00003568575	ENSE00001140069	chr20:20050470:20050622:-1	chr6:44396341:44396440:1	0.84	0.85	0.845
chr2:145774733:145774885:-1	chr4:134662685:134662775:1	ENSE00003568575	ENSE00000759716	chr20:20050470:20050622:-1	chr1:25227442:25227532:-1	0.84	0.9	0.87
chr2:145774733:145774885:-1	chr4:134663294:134663392:1	ENSE00003568575	ENSE00000759715	chr20:20050470:20050622:-1	chr1:25225002:25225100:-1	0.84	0.88	0.86
chr2:145774733:145774885:-1	chr17:45730527:45730745:-1	ENSE00003568575	ENSE00000850341	chr20:20050470:20050622:-1	chr6:44403809:44404027:1	0.84	0.9	0.87
chr2:145772454:145772620:-1	chr17:45727871:45728015:-1	ENSE00003516080	ENSE00001140056	chr20:20047765:20047931:-1	chr6:44406323:44406467:1	0.92	0.9	0.91
chr2:145772454:145772620:-1	chr17:45736778:45736905:-1	ENSE00003516080	ENSE00000850339	chr20:20047765:20047931:-1	chr6:44393446:44393573:1	0.92	0.86	0.89
chr2:145772454:145772620:-1	chr17:45735427:45735526:-1	ENSE00003516080	ENSE00001140069	chr20:20047765:20047931:-1	chr6:44396341:44396440:1	0.92	0.85	0.885
chr2:145772454:145772620:-1	chr4:134662685:134662775:1	ENSE00003516080	ENSE00000759716	chr20:20047765:20047931:-1	chr1:25227442:25227532:-1	0.92	0.9	0.91
chr2:145772454:145772620:-1	chr4:134663294:134663392:1	ENSE00003516080	ENSE00000759715	chr20:20047765:20047931:-1	chr1:25225002:25225100:-1	0.92	0.88	0.9
chr14:57001606:57001701:-1	chr4:126916609:126916797:1	ENSE00000822389	ENSE00000956026	chr13:19759323:19759418:-1	chr1:35191341:35191529:-1	0.92	0.93	0.925
chrX:100486536:100486631:1	chr14:57001606:57001701:-1	ENSE00003667938	ENSE00000822389	chrX:71296565:71296660:1	chr13:19759323:19759418:-1	0.96	0.92	0.94
chrX:100486901:100487097:1	chr14:57001606:57001701:-1	ENSE00003586506	ENSE00000822389	chrX:71296851:71297047:1	chr13:19759323:19759418:-1	0.93	0.92	0.925
chrX:100483093:100483286:1	chr14:57001606:57001701:-1	ENSE00003480304	ENSE00000822389	chrX:71291779:71291972:1	chr13:19759323:19759418:-1	0.92	0.92	0.92
chrX:47035880:47035990:1	chr8:72922271:72922331:1	ENSE00003477861	ENSE00003517961	chrX:129575140:129575250:1	chr19:16118226:16118286:1	0.89	0.98	0.935
chrX:47035880:47035990:1	chr8:72925084:72925144:1	ENSE00003477861	ENSE00003649015	chrX:129575140:129575250:1	chr19:16121750:16121810:1	0.89	0.87	0.88
chr4:155619815:155619921:1	chr2:84198891:84198982:-1	ENSE00003465100	ENSE00000783626	chr1:1815756:1815862:-1	chr2:187378940:187379031:-1	0.89	0.8	0.845
chr18:32011077:32011203:1	chr12:101964796:101964948:1	ENSE00001137803	ENSE00001098234	chr2:127726651:127726777:-1	chr14:92156479:92156631:1	0.96	0.9	0.9299999999999999
chr18:32011077:32011203:1	chr12:101963514:101963714:1	ENSE00001137803	ENSE00001098231	chr2:127726651:127726777:-1	chr14:92155123:92155323:1	0.96	0.85	0.905
chr5:134688701:134688857:-1	chr7:28264238:28264696:-1	ENSE00003700929	ENSE00000882573	chr7:74115802:74115958:1	chr19:39172918:39173376:1	0.84	0.83	0.835
chr5:134688701:134688857:-1	chr7:28260224:28260349:-1	ENSE00003700929	ENSE00000704690	chr7:74115802:74115958:1	chr19:39176590:39176715:1	0.84	0.9	0.87
chr5:134688701:134688857:-1	chr7:28259570:28259704:-1	ENSE00003700929	ENSE00003693339	chr7:74115802:74115958:1	chr19:39177675:39177809:1	0.84	0.9	0.87
chr5:134688701:134688857:-1	chr7:28263631:28264071:-1	ENSE00003700929	ENSE00001777324	chr7:74115802:74115958:1	chr19:39173576:39174010:1	0.84	0.85	0.845
chr5:134688701:134688857:-1	chr7:28262373:28262506:-1	ENSE00003700929	ENSE00000882575	chr7:74115802:74115958:1	chr19:39174931:39175064:1	0.84	0.92	0.88
chr19:5542525:5542832:1	chr5:134686347:134686504:-1	ENSE00003890491	ENSE00003700618	chr11:65855935:65856242:-1	chr7:74120892:74121049:1	0.94	0.86	0.8999999999999999
chr19:5542525:5542832:1	chr5:134694684:134694867:-1	ENSE00003890491	ENSE00003696542	chr11:65855935:65856242:-1	chr7:74107010:74107193:1	0.94	0.86	0.8999999999999999
chr19:5542525:5542832:1	chr5:134686763:134686818:-1	ENSE00003890491	ENSE00003697591	chr11:65855935:65856242:-1	chr7:74120583:74120638:1	0.94	0.82	0.8799999999999999
chr19:5542525:5542832:1	chr5:134690647:134690712:-1	ENSE00003890491	ENSE00003697592	chr11:65855935:65856242:-1	chr7:74111933:74111998:1	0.94	0.94	0.94
chr19:5542525:5542832:1	chr5:134688701:134688857:-1	ENSE00003890491	ENSE00003700929	chr11:65855935:65856242:-1	chr7:74115802:74115958:1	0.94	0.84	0.8899999999999999
chr19:5543183:5543408:1	chr5:134686347:134686504:-1	ENSE00003889230	ENSE00003700618	chr11:65855654:65855730:-1	chr7:74120892:74121049:1	0.32	0.86	0.59
chr19:5543183:5543408:1	chr5:134694684:134694867:-1	ENSE00003889230	ENSE00003696542	chr11:65855654:65855730:-1	chr7:74107010:74107193:1	0.32	0.86	0.59
chr19:5543183:5543408:1	chr5:134686763:134686818:-1	ENSE00003889230	ENSE00003697591	chr11:65855654:65855730:-1	chr7:74120583:74120638:1	0.32	0.82	0.57
chr19:5543183:5543408:1	chr5:134690647:134690712:-1	ENSE00003889230	ENSE00003697592	chr11:65855654:65855730:-1	chr7:74111933:74111998:1	0.32	0.94	0.63
chr19:5543183:5543408:1	chr5:134688701:134688857:-1	ENSE00003889230	ENSE00003700929	chr11:65855654:65855730:-1	chr7:74115802:74115958:1	0.32	0.84	0.58
chr13:75914273:75914339:1	chr11:53271413:53271499:1	ENSE00000972122	ENSE00003632595	chr5:95895628:95895691:-1	chr5:132927121:132927207:-1	0.87	0.99	0.9299999999999999
chr13:75914273:75914339:1	chr11:53266416:53266460:1	ENSE00000972122	ENSE00003600216	chr5:95895628:95895691:-1	chr5:132932178:132932222:-1	0.87	0.87	0.87
chr13:75918665:75918709:1	chr11:53271413:53271499:1	ENSE00000972124	ENSE00003632595	chr5:95889086:95889130:-1	chr5:132927121:132927207:-1	0.96	0.99	0.975
chr13:75918665:75918709:1	chr11:53266416:53266460:1	ENSE00000972124	ENSE00003600216	chr5:95889086:95889130:-1	chr5:132932178:132932222:-1	0.96	0.87	0.915
chr9:64891260:64891325:1	chr6:146458749:146458838:-1	ENSE00003659277	ENSE00001593772	chr15:65581954:65582019:-1	chr12:26917352:26917441:-1	0.95	0.91	0.9299999999999999
chr9:64891260:64891325:1	chr6:146476200:146476274:-1	ENSE00003659277	ENSE00001631630	chr15:65581954:65582019:-1	chr12:26934556:26934630:-1	0.95	0.93	0.94
chr9:64891260:64891325:1	chr6:146463227:146463355:-1	ENSE00003659277	ENSE00001683532	chr15:65581954:65582019:-1	chr12:26924355:26924483:-1	0.95	0.88	0.915
chr9:64891260:64891325:1	chr6:146461624:146461708:-1	ENSE00003659277	ENSE00001646446	chr15:65581954:65582019:-1	chr12:26922616:26922700:-1	0.95	0.94	0.945
chr9:64891260:64891325:1	chr6:146456426:146456596:-1	ENSE00003659277	ENSE00001710128	chr15:65581954:65582019:-1	chr12:26914408:26914578:-1	0.95	0.92	0.935
chr9:64891260:64891325:1	chr6:146457629:146457807:-1	ENSE00003659277	ENSE00001756219	chr15:65581954:65582019:-1	chr12:26916002:26916180:-1	0.95	0.9	0.925
chr9:64891260:64891325:1	chr6:146467991:146468193:-1	ENSE00003659277	ENSE00003527724	chr15:65581954:65582019:-1	chr12:26928703:26928905:-1	0.95	0.89	0.9199999999999999
chr11:79920833:79920912:1	chr7:89618779:89618860:-1	ENSE00003685301	ENSE00003516186	chr17:31996798:31996877:1	chr11:86257515:86257596:1	0.94	0.95	0.945
chr11:79920833:79920912:1	chr7:89611464:89611569:-1	ENSE00003685301	ENSE00003652990	chr17:31996798:31996877:1	chr11:86268456:86268561:1	0.94	0.96	0.95
chr9:64885419:64885563:1	chr6:146476200:146476274:-1	ENSE00003563300	ENSE00001631630	chr15:65593428:65593572:-1	chr12:26934556:26934630:-1	0.9	0.93	0.915
chr9:64885419:64885563:1	chr6:146463227:146463355:-1	ENSE00003563300	ENSE00001683532	chr15:65593428:65593572:-1	chr12:26924355:26924483:-1	0.9	0.88	0.89
chr9:64885419:64885563:1	chr6:146461624:146461708:-1	ENSE00003563300	ENSE00001646446	chr15:65593428:65593572:-1	chr12:26922616:26922700:-1	0.9	0.94	0.9199999999999999
chr9:64885419:64885563:1	chr6:146456426:146456596:-1	ENSE00003563300	ENSE00001710128	chr15:65593428:65593572:-1	chr12:26914408:26914578:-1	0.9	0.92	0.91
chr9:64885419:64885563:1	chr6:146457629:146457807:-1	ENSE00003563300	ENSE00001756219	chr15:65593428:65593572:-1	chr12:26916002:26916180:-1	0.9	0.9	0.9
chr9:64885419:64885563:1	chr6:146467991:146468193:-1	ENSE00003563300	ENSE00003527724	chr15:65593428:65593572:-1	chr12:26928703:26928905:-1	0.9	0.89	0.895
chr9:64887057:64887190:1	chr6:146458749:146458838:-1	ENSE00003481505	ENSE00001593772	chr15:65591598:65591731:-1	chr12:26917352:26917441:-1	0.93	0.91	0.92
chr9:64887057:64887190:1	chr6:146476200:146476274:-1	ENSE00003481505	ENSE00001631630	chr15:65591598:65591731:-1	chr12:26934556:26934630:-1	0.93	0.93	0.93
chr9:64887057:64887190:1	chr6:146463227:146463355:-1	ENSE00003481505	ENSE00001683532	chr15:65591598:65591731:-1	chr12:26924355:26924483:-1	0.93	0.88	0.905
chr9:64887057:64887190:1	chr6:146461624:146461708:-1	ENSE00003481505	ENSE00001646446	chr15:65591598:65591731:-1	chr12:26922616:26922700:-1	0.93	0.94	0.935
chr9:64887057:64887190:1	chr6:146456426:146456596:-1	ENSE00003481505	ENSE00001710128	chr15:65591598:65591731:-1	chr12:26914408:26914578:-1	0.93	0.92	0.925
chr9:64887057:64887190:1	chr6:146457629:146457807:-1	ENSE00003481505	ENSE00001756219	chr15:65591598:65591731:-1	chr12:26916002:26916180:-1	0.93	0.9	0.915
chr9:64887057:64887190:1	chr6:146467991:146468193:-1	ENSE00003481505	ENSE00003527724	chr15:65591598:65591731:-1	chr12:26928703:26928905:-1	0.93	0.89	0.91
chr1:151352623:151352783:-1	chr2:18687650:18687705:1	ENSE00000822928	ENSE00003518293	chr1:185091579:185091739:1	chr10:22327595:22327650:1	0.94	0.96	0.95
chr1:151352623:151352783:-1	chr2:18687034:18687130:1	ENSE00000822928	ENSE00003515184	chr1:185091579:185091739:1	chr10:22326890:22326986:1	0.94	0.93	0.935
chr1:151352623:151352783:-1	chr2:18687792:18687842:1	ENSE00000822928	ENSE00003644277	chr1:185091579:185091739:1	chr10:22327742:22327792:1	0.94	0.9	0.9199999999999999
chr7:127396246:127396418:1	chr2:27410585:27410674:1	ENSE00001505117	ENSE00001415339	chr16:30980485:30980657:1	chr9:134142333:134142422:1	0.86	0.88	0.87
chr7:127396246:127396418:1	chr2:27409361:27409469:1	ENSE00001505117	ENSE00001378987	chr16:30980485:30980657:1	chr9:134140703:134140811:1	0.86	0.88	0.87
chr7:127396246:127396418:1	chr2:27410339:27410428:1	ENSE00001505117	ENSE00001422107	chr16:30980485:30980657:1	chr9:134141949:134142038:1	0.86	0.88	0.87
chr7:127396246:127396418:1	chr2:27409755:27409828:1	ENSE00001505117	ENSE00001370072	chr16:30980485:30980657:1	chr9:134141510:134141583:1	0.86	0.91	0.885
chr7:127396246:127396418:1	chr2:27410840:27410923:1	ENSE00001505117	ENSE00001416091	chr16:30980485:30980657:1	chr9:134142636:134142719:1	0.86	0.89	0.875
chr7:127396246:127396418:1	chr2:27415118:27415173:1	ENSE00001505117	ENSE00001401373	chr16:30980485:30980657:1	chr9:134148288:134148343:1	0.86	0.89	0.875
chr7:127396246:127396418:1	chr2:27423349:27423423:1	ENSE00001505117	ENSE00001431152	chr16:30980485:30980657:1	chr9:134155693:134155767:1	0.86	0.91	0.885
chr7:127396246:127396418:1	chr2:27421651:27421726:1	ENSE00001505117	ENSE00001411527	chr16:30980485:30980657:1	chr9:134154466:134154541:1	0.86	0.83	0.845
chr9:64880500:64880642:1	chr6:146476200:146476274:-1	ENSE00003581674	ENSE00001631630	chr15:65598321:65598463:-1	chr12:26934556:26934630:-1	0.92	0.93	0.925
chr9:64880500:64880642:1	chr6:146463227:146463355:-1	ENSE00003581674	ENSE00001683532	chr15:65598321:65598463:-1	chr12:26924355:26924483:-1	0.92	0.88	0.9
chr9:64880500:64880642:1	chr6:146461624:146461708:-1	ENSE00003581674	ENSE00001646446	chr15:65598321:65598463:-1	chr12:26922616:26922700:-1	0.92	0.94	0.9299999999999999
chr9:64880500:64880642:1	chr6:146456426:146456596:-1	ENSE00003581674	ENSE00001710128	chr15:65598321:65598463:-1	chr12:26914408:26914578:-1	0.92	0.92	0.92
chr9:64880500:64880642:1	chr6:146457629:146457807:-1	ENSE00003581674	ENSE00001756219	chr15:65598321:65598463:-1	chr12:26916002:26916180:-1	0.92	0.9	0.91
chr9:64880500:64880642:1	chr6:146467991:146468193:-1	ENSE00003581674	ENSE00003527724	chr15:65598321:65598463:-1	chr12:26928703:26928905:-1	0.92	0.89	0.905
chr15:98713757:98713866:-1	chr4:104893896:104894022:-1	ENSE00003466184	ENSE00001064897	chr12:49005743:49005852:-1	chr1:56706092:56706218:1	0.9	0.9	0.9
chr15:98713757:98713866:-1	chr15:5206560:5206686:1	ENSE00003466184	ENSE00000903754	chr12:49005743:49005852:-1	chr5:40764514:40764640:-1	0.9	0.92	0.91
chr15:98713757:98713866:-1	chr4:104896919:104897423:-1	ENSE00003466184	ENSE00001064891	chr12:49005743:49005852:-1	chr1:56703971:56704475:1	0.9	0.92	0.91
chr15:98713757:98713866:-1	chr15:5205967:5206453:1	ENSE00003466184	ENSE00001135348	chr12:49005743:49005852:-1	chr5:40764752:40765238:-1	0.9	0.87	0.885
chr15:98713757:98713866:-1	chr5:116152973:116153041:-1	ENSE00003466184	ENSE00003604293	chr12:49005743:49005852:-1	chr12:119679933:119680001:1	0.9	0.86	0.88
chr17:88296855:88296944:1	chr17:88024883:88025128:1	ENSE00003677325	ENSE00002464870	chr2:47805618:47805707:1	chr2:47475025:47475270:1	0.91	0.89	0.9
chr17:88296855:88296944:1	chr17:88015880:88016030:1	ENSE00003677325	ENSE00002528054	chr2:47805618:47805707:1	chr2:47466658:47466808:1	0.91	0.87	0.89
chr17:88296855:88296944:1	chr17:88026716:88026963:1	ENSE00003677325	ENSE00002512620	chr2:47805618:47805707:1	chr2:47478272:47478519:1	0.91	0.91	0.91
chr17:88296855:88296944:1	chr17:88026029:88026233:1	ENSE00003677325	ENSE00002489881	chr2:47805618:47805707:1	chr2:47476367:47476571:1	0.91	0.9	0.905
chr17:88296855:88296944:1	chr17:87987228:87987506:1	ENSE00003677325	ENSE00001645164	chr2:47805618:47805707:1	chr2:47410094:47410372:1	0.91	0.89	0.9
chr17:88296855:88296944:1		ENSE00003677325	ENSE00002435435	chr2:47805618:47805707:1	chr2:47480696:47480871:1	0.91	0.0	0.455
chr17:88296855:88296944:1	chr17:87985636:87985790:1	ENSE00003677325	ENSE00002457696	chr2:47805618:47805707:1	chr2:47408401:47408555:1	0.91	0.88	0.895
chr17:88297859:88298058:1	chr17:88024883:88025128:1	ENSE00003670482	ENSE00002464870	chr2:47806452:47806651:1	chr2:47475025:47475270:1	0.94	0.89	0.915
chr17:88297859:88298058:1	chr17:88015880:88016030:1	ENSE00003670482	ENSE00002528054	chr2:47806452:47806651:1	chr2:47466658:47466808:1	0.94	0.87	0.905
chr17:88297859:88298058:1	chr17:88026716:88026963:1	ENSE00003670482	ENSE00002512620	chr2:47806452:47806651:1	chr2:47478272:47478519:1	0.94	0.91	0.925
chr17:88297859:88298058:1	chr17:88026029:88026233:1	ENSE00003670482	ENSE00002489881	chr2:47806452:47806651:1	chr2:47476367:47476571:1	0.94	0.9	0.9199999999999999
chr17:88297859:88298058:1	chr17:87987228:87987506:1	ENSE00003670482	ENSE00001645164	chr2:47806452:47806651:1	chr2:47410094:47410372:1	0.94	0.89	0.915
chr17:88297859:88298058:1		ENSE00003670482	ENSE00002435435	chr2:47806452:47806651:1	chr2:47480696:47480871:1	0.94	0.0	0.47
chr17:88297859:88298058:1	chr17:87985636:87985790:1	ENSE00003670482	ENSE00002457696	chr2:47806452:47806651:1	chr2:47408401:47408555:1	0.94	0.88	0.9099999999999999
chr17:88295614:88295882:1	chr17:88024883:88025128:1	ENSE00003606429	ENSE00002464870	chr2:47803420:47803685:1	chr2:47475025:47475270:1	0.88	0.89	0.885
chr17:88295614:88295882:1	chr17:88015880:88016030:1	ENSE00003606429	ENSE00002528054	chr2:47803420:47803685:1	chr2:47466658:47466808:1	0.88	0.87	0.875
chr17:88295614:88295882:1	chr17:88026716:88026963:1	ENSE00003606429	ENSE00002512620	chr2:47803420:47803685:1	chr2:47478272:47478519:1	0.88	0.91	0.895
chr17:88295614:88295882:1	chr17:88026029:88026233:1	ENSE00003606429	ENSE00002489881	chr2:47803420:47803685:1	chr2:47476367:47476571:1	0.88	0.9	0.89
chr17:88295614:88295882:1	chr17:87987228:87987506:1	ENSE00003606429	ENSE00001645164	chr2:47803420:47803685:1	chr2:47410094:47410372:1	0.88	0.89	0.885
chr17:88295614:88295882:1		ENSE00003606429	ENSE00002435435	chr2:47803420:47803685:1	chr2:47480696:47480871:1	0.88	0.0	0.44
chr17:88295614:88295882:1	chr17:87985636:87985790:1	ENSE00003606429	ENSE00002457696	chr2:47803420:47803685:1	chr2:47408401:47408555:1	0.88	0.88	0.88
chr17:88297622:88297776:1	chr17:88024883:88025128:1	ENSE00003536910	ENSE00002464870	chr2:47806204:47806358:1	chr2:47475025:47475270:1	0.87	0.89	0.88
chr17:88297622:88297776:1	chr17:88015880:88016030:1	ENSE00003536910	ENSE00002528054	chr2:47806204:47806358:1	chr2:47466658:47466808:1	0.87	0.87	0.87
chr17:88297622:88297776:1	chr17:88026716:88026963:1	ENSE00003536910	ENSE00002512620	chr2:47806204:47806358:1	chr2:47478272:47478519:1	0.87	0.91	0.89
chr17:88297622:88297776:1	chr17:88026029:88026233:1	ENSE00003536910	ENSE00002489881	chr2:47806204:47806358:1	chr2:47476367:47476571:1	0.87	0.9	0.885
chr17:88297622:88297776:1	chr17:87987228:87987506:1	ENSE00003536910	ENSE00001645164	chr2:47806204:47806358:1	chr2:47410094:47410372:1	0.87	0.89	0.88
chr17:88297622:88297776:1		ENSE00003536910	ENSE00002435435	chr2:47806204:47806358:1	chr2:47480696:47480871:1	0.87	0.0	0.435
chr17:88297622:88297776:1	chr17:87985636:87985790:1	ENSE00003536910	ENSE00002457696	chr2:47806204:47806358:1	chr2:47408401:47408555:1	0.87	0.88	0.875
chr17:88291874:88294409:1	chr17:88024883:88025128:1	ENSE00003523149	ENSE00002464870	chr2:47798611:47801155:1	chr2:47475025:47475270:1	0.84	0.89	0.865
chr17:88291874:88294409:1	chr17:88015880:88016030:1	ENSE00003523149	ENSE00002528054	chr2:47798611:47801155:1	chr2:47466658:47466808:1	0.84	0.87	0.855
chr17:88291874:88294409:1	chr17:88026716:88026963:1	ENSE00003523149	ENSE00002512620	chr2:47798611:47801155:1	chr2:47478272:47478519:1	0.84	0.91	0.875
chr17:88291874:88294409:1	chr17:88026029:88026233:1	ENSE00003523149	ENSE00002489881	chr2:47798611:47801155:1	chr2:47476367:47476571:1	0.84	0.9	0.87
chr17:88291874:88294409:1	chr17:87987228:87987506:1	ENSE00003523149	ENSE00001645164	chr2:47798611:47801155:1	chr2:47410094:47410372:1	0.84	0.89	0.865
chr17:88291874:88294409:1		ENSE00003523149	ENSE00002435435	chr2:47798611:47801155:1	chr2:47480696:47480871:1	0.84	0.0	0.42
chr17:88291874:88294409:1	chr17:87985636:87985790:1	ENSE00003523149	ENSE00002457696	chr2:47798611:47801155:1	chr2:47408401:47408555:1	0.84	0.88	0.86
chr3:36622737:36622960:-1	chr14:73436622:73436764:-1	ENSE00000970329	ENSE00003541600	chr4:121820542:121820765:-1	chr13:48476701:48476843:1	0.9	0.86	0.88
chr3:36622737:36622960:-1		ENSE00000970329	ENSE00001118359	chr4:121820542:121820765:-1	chr17:40291058:40291339:1	0.9	0.0	0.45
chr3:36620690:36620823:-1	chr14:73436622:73436764:-1	ENSE00001016935	ENSE00003541600	chr4:121818044:121818177:-1	chr13:48476701:48476843:1	0.88	0.86	0.87
chr3:36621873:36622080:-1	chr14:73436622:73436764:-1	ENSE00000970330	ENSE00003541600	chr4:121819372:121819579:-1	chr13:48476701:48476843:1	0.9	0.86	0.88
chr3:36621873:36622080:-1		ENSE00000970330	ENSE00001118359	chr4:121819372:121819579:-1	chr17:40291058:40291339:1	0.9	0.0	0.45
chr11:119806239:119806348:1	chr11:101147704:101147779:1	ENSE00003480443	ENSE00003491616	chr17:80994581:80994690:1	chr17:42776245:42776320:1	0.9	0.91	0.905
chr11:79915994:79916137:1	chr4:129211655:129211712:-1	ENSE00000947596	ENSE00003586592	chr17:31993865:31994008:1	chr1:32672642:32672699:1	0.84	0.88	0.86
chr11:79915994:79916137:1	chr4:129214262:129214339:-1	ENSE00000947596	ENSE00003612598	chr17:31993865:31994008:1	chr1:32669486:32669563:1	0.84	0.92	0.88
chr4:129222381:129222526:-1	chr11:79904190:79904421:1	ENSE00003786733	ENSE00000947591	chr1:32657427:32657572:1	chr17:31975482:31975713:1	0.89	0.95	0.9199999999999999
chr4:129222381:129222526:-1	chr11:79919974:79920172:1	ENSE00003786733	ENSE00003664776	chr1:32657427:32657572:1	chr17:31995564:31995762:1	0.89	0.91	0.9
chr4:129222381:129222526:-1	chr11:79915994:79916137:1	ENSE00003786733	ENSE00000947596	chr1:32657427:32657572:1	chr17:31993865:31994008:1	0.89	0.84	0.865
chr4:129215647:129215773:-1	chr11:79904190:79904421:1	ENSE00003622847	ENSE00000947591	chr1:32669231:32669357:1	chr17:31975482:31975713:1	0.94	0.95	0.945
chr4:129215647:129215773:-1	chr11:79919974:79920172:1	ENSE00003622847	ENSE00003664776	chr1:32669231:32669357:1	chr17:31995564:31995762:1	0.94	0.91	0.925
chr4:129215647:129215773:-1	chr11:79915994:79916137:1	ENSE00003622847	ENSE00000947596	chr1:32669231:32669357:1	chr17:31993865:31994008:1	0.94	0.84	0.8899999999999999
