human_uniprot	cattle_uniprot
Q9BV36	A2VDU9
P28358	A5PJK3
P32247	E1BMI3
Q8TB36	A6QQZ0
Q15019	Q2NKY7
Q9P2E8	A0A3Q1LQV7
P55010	F1N0F7
Q8IYX8	Q29RH6
Q96FK6	Q3ZBK1
O14879	Q08E48
P56706	A0A3Q1MQ82
Q9Y2C5	E1BDD2
P10523	P08168
Q8TCE6	E1BF38
Q5W5X9	F1N241
Q5EB52	F1MZU5
Q9Y234	O46419
Q12907	A6QP36
Q9NQQ7	A0A3Q1M589
Q7Z794	A0A3Q1MDN1
Q9P0Z9	Q29RU9
Q14982	P11834
Q06889	A0A3Q1LVC9
Q9BXJ8	Q05B45
Q9H1J7	A0A3Q1LVG1
Q6ZVZ8	F1N349
P55209	A6H767
P55036	A0A452DI44
P55036	Q58DA0
P05060	A0A140T885
P05060	P23389
P42696	F6QT33
Q9BXR0	A0A3Q1LLF4
P50613	Q08DX5
Q13077	E1BMI8
Q9BXI3	E1BF39
Q92561	Q0VD34
P62140	Q3SWW9
Q96PU8	Q5W9D7
Q9NP62	F1MH09
Q96CB9	Q0V8R7
O60269	G3MXF1
Q8N335	A6QQR7
Q5VXM1	E1BPH1
Q8N7R7	E1BBI6
Q8WWN9	F1MW59
Q13569	A0A3Q1LSS4
Q8TC94	Q2T9W4
O95801	Q5EA11
Q15846	Q3ZRW9
Q8N9V3	F1MRF3
Q8TCJ0	Q1RMS8
Q9HBE5	E1BBE5
O15160	Q32L22
P49683	Q4EW11
P0CG20	E1BC17
Q9H1J5	E1BKL2
Q8IYA7	E1BMD2
P55771	F1MFP5
Q15743	O46685
O60478	F1MW09
Q8N6Y2	A0A3Q1NAS6
Q4AC99	F1MBE7
Q9NWF4	A0A3Q1N6I5
Q9Y6W5	A2VDK6
Q9BWS9	Q5EAB4
Q8TDN6	Q3SZZ0
A0AVI4	Q08DK0
P28324	G3N2I0
Q11203	A0A3Q1LUC6
Q9NTN3	A2VE55
P00480	F1MNG5
P55085	Q2HJA4
Q9UM63	A0A3Q1NL53
Q6UX06	F1MVJ8
Q9NXV6	F1MTI2
O43660	Q2KID6
O75367	Q2HJ65
O43684	Q1JQB2
Q8N165	F1MN35
Q9BUM1	Q148G2
Q5T8I3	F1N4Z9
Q6IA17	G5E5E8
Q969G3	A5PKF6
Q9UBW5	A4FUG5
Q96L12	F1MTN0
Q99633	Q2HJ41
Q8WW24	Q2TA38
Q96HH9	F6Q9M2
Q9H0C8	Q0IIF0
Q15319	E1BJ03
P20265	Q2KIB8
Q49AM1	F1MI83
Q9BPY3	Q5E977
Q9BY21	E1BN46
P53990	F1MXJ5
Q9NV79	Q58CZ2
Q9NV79	A0A452DJB9
P25116	F1N4J9
Q3ZCQ8	F6PR67
P56705	A0A3Q1MJR6
Q9BSU1	F1MQB5
Q96DP5	O77480
P47901	F1ME85
O95076	F1MC18
Q13601	Q3B7L9
Q9NWS6	A0A3Q1M0K1
Q8N228	A0A3Q1MVU7
P17707	P50243
O43602	E1BBU3
P20264	A0A3Q1LLA7
Q96P56	E1BGU6
P36222	G3X7D2
P36222	P30922
P05062	G3MXL6
Q12792	Q56JV6
Q969R8	Q27969
Q9P2T1	F1MCZ0
A8MWK0	E1BP95
Q92905	F1MBP8
O75830	A6QPW6
A2RTY3	E1BI99
Q96JE9	E1B919
Q9UDY4	Q2KIT4
Q8WWQ2	A0A3Q1LRF3
Q9Y606	E1BDL3
Q9NW38	Q2TBN8
Q9H9Y2	F6RR01
Q9NQG7	A0A3Q1N720
Q6A162	A7YWM2
Q5U4P2	A1L515
Q9BR26	F1N147
Q9UJ04	A7MAZ0
Q3SY56	E1B8P2
Q7LG56	E1BFQ8
Q9H819	Q5EA26
Q96MV8	E1BDY0
Q9HB07	Q58DG1
Q9BWX1	G3N059
Q9BTV7	F1MFZ2
Q5HYJ1	Q3SZ89
P57073	F1MBL5
O14775	A0A3S5ZPL0
Q12893	A4FUB8
Q9C0C6	Q08E33
Q4ZJI4	F1MFR7
A0A494C071	E1B7Z5
Q7Z6K1	F1MH63
P38567	F1MZM9
Q86X45	A0A452DJD8
P05543	Q3SYR0
P05543	Q9TT36
P27361	E1B8P9
Q96PX6	A0A3Q1MC41
P32249	Q1RMI1
Q86VV4	E1BCV6
Q5SQS7	E1BGV1
Q9Y297	F1MVN1
O95433	Q3T0G3
P53602	Q0P570
Q969K3	Q5E9J6
Q8WTS6	F1MUT0
Q6P531	A7YWM1
Q9HB58	E1BAP3
Q8IWR1	Q2KIJ4
Q9H920	A0A3Q1MYC8
O43529	A0A3Q1M1B8
Q7L211	A7MB66
Q14790	Q2LGB8
Q13347	Q5E966
Q9BVS5	A0A3Q1MP22
Q01860	F1N017
P23942	P17810
Q9H4I3	Q58DF3
P53365	Q3ZCL5
Q14722	Q4PJK1
Q99536	F1MUP9
Q9NYD6	A0A3Q1N3B9
Q99496	A6QLQ0
Q8TBF8	F1N4N5
P50391	F1MKB6
P0DQD5	F1MKB6
Q99687	F1MZE3
Q6MZQ0	F1MZG7
O15547	E1B742
Q9BRD0	A5D7I3
P49770	Q5E9B4
P25106	A4IF77
P51679	A6QLA5
Q86VK4	Q5EAC5
P36873	P61287
Q9UBE0	A2VE14
O14717	Q7YS61
P16444	Q3SZM7
Q5PT55	F1MLK5
Q06828	P13605
Q9H6Y7	E1BBM5
Q9NS85	A0JN41
P25685	Q3MI00
Q8WYJ6	A5PJU9
P08588	F6R653
Q6ZU15	F1MCD0
Q96Q45	E1BN97
Q99638	A0A3S5ZPW0
Q9NZQ9	Q0VC48
Q9UHD1	Q29RL2
Q9BZJ4	Q17QI7
Q9BUL5	A5D962
Q5JXM2	E1B869
Q15768	A0A3Q1LXH4
Q8IUW3	Q0IIA6
Q8IVL8	Q0II73
Q8N8E2	E1B7S0
P08397	Q2KIN5
P58304	F1N3B5
P78310	Q8WMV3
P14598	O77774
P00813	P56658
Q6P1Q0	F1N3F1
Q8WWB7	Q0P5L7
Q8N143	E1BGD3
Q96LA8	Q5E9L5
P14784	A0A3Q1LQZ1
Q8NE79	E1BB94
Q6ZMB5	Q1RMW2
Q9NRA1	E1BJY4
P28289	A0JNC0
O00254	A4IFB7
Q9NZL9	Q29RI9
Q6PCB0	A6QLN9
Q6PCB0	A0A452DJ03
Q7L3B6	A6H754
P35226	Q32KX7
O96009	E1BJW6
Q96N19	Q17QQ5
Q8TEZ7	A6QLU0
Q9C0E8	A0A3Q1MAH3
Q96NK8	Q08DI0
P61073	P25930
Q9Y2D9	F1N440
O95825	Q59A28
Q16543	Q5EAC6
O75794	Q2YDG3
Q8IU89	A5D7K4
Q9BX97	Q3ZC85
P05120	F1MG91
Q9GZQ4	A0A452DII4
Q9GZQ4	Q58CW4
Q9BWG4	A0A3Q1MLD3
Q13190	Q08DB5
Q8ND90	A6QLK5
Q96L50	A6QPV4
P14635	Q1LZG6
P20073	P20072
Q8WVF1	Q29S00
Q6TCH4	F1MET1
Q6ZMR5	E1BQ07
O15541	A0A140T863
Q9NR21	F6RS94
Q9BX40	E1BEY9
Q5W0Z9	Q0VC89
Q5VX52	G3N225
Q9P2W7	F1MQ60
A6NGN9	F1MN28
Q8WTS1	Q0VCC8
O75493	E1BL46
Q9H5Z6	A6QLD5
Q15109	F1N306
Q9NQR9	F1MSR0
Q9UPC5	G5E640
Q96BN2	A6QR06
Q9GZV7	Q0VD13
Q8TEW6	A4IFJ7
Q8IYU8	A0A3Q1LR44
Q9BQQ3	A0A3Q1M072
Q15784	E1BLE3
P35713	Q0VC26
Q6PKX4	G3N3X9
Q2MJR0	A0A3Q1LXY4
P51686	A4IF92
Q6UWZ7	Q5E9P1
Q9NPF4	Q0VCI1
P78540	G3MWN1
Q9Y6U7	A0A3Q1LZ06
Q99956	F1MEZ2
P25940	F1MJQ6
P20142	F1MWS3
Q8NE86	F1MDL6
P43235	Q5E968
Q14774	A7MB54
Q9H1X3	E1BDJ7
Q9H0U3	G3MY77
Q8TB40	A0A452DIS9
Q8TB40	Q5EA59
Q9BU19	A0JNJ4
Q9Y5P6	F1N7H5
Q9H8K7	F1MIU1
O14905	A0A3Q1M1A0
Q8NFH4	E1BD42
P52564	Q5E9X2
O43567	Q0VD51
Q00532	A6QLF0
A8MXQ7	A0A3Q1MHJ8
Q9BQA1	Q5E9I7
Q99963	F1MX23
Q5VWX1	E1BP48
A0PK00	A6QPF8
Q8IZL9	A6H7E6
P0CB38	A0A3Q1LT98
Q14565	F1N1D2
Q8IU99	G3X6M4
Q0P6D6	G3MWK5
Q99675	E1BIW8
Q8WZ73	F1MII9
Q9H1Q7	A0A3S5ZP91
Q8N6T3	F1MI54
Q9H841	E1BHG8
Q8N895	E1BCS0
P0CK96	E1BHJ1
Q9C019	F1MS12
Q5SYC1	E1BHP4
Q06609	Q2KJ94
Q99500	A6QR17
Q7L0Y3	Q2KI45
P14151	P98131
Q92552	F1N1S1
Q9NTX7	Q3T139
Q9UJU6	A6H7G2
Q9UJU6	A0A452DIT4
P35269	Q5EA53
Q7L5A8	E1BGC2
P14316	F1MTI9
Q9UJM8	E1BC79
P21549	A7MBF1
P24347	F1MMD4
Q5JU67	F1MX00
Q9BWF3	Q3MHX3
Q9NXS2	Q0V8G3
P47211	E1BCM7
Q9GZT8	Q05B89
P06746	Q27958
Q7Z6B0	F1MW55
Q9UBU6	A2VE72
Q9BQ95	Q3SX05
O95389	E1B9N9
Q9NX46	F1MWJ3
P21695	Q5EA88
P21695	A0A452DJJ3
O43827	Q5EA66
Q96MY1	F1MPV8
O60931	A7MB63
Q6NYC8	Q08DC3
Q15054	P84798
Q9NUD5	A1A4J3
Q9UHK6	F1MCN8
P08100	P02699
A6NDB9	A0A3Q1LZW1
Q8WXU2	E1BPX5
P35462	F1N454
O43829	F1MB88
Q03426	Q5E9T8
P07355	P04272
Q9NYB0	Q0VCT3
Q6ZTK2	F1MSP9
Q96A46	E1BJE6
A5X5Y0	F1N5G0
Q7Z3H4	E1BHF0
Q96A29	A6QM03
P0DJD9	F1N373
P0DJD7	F1N373
Q9UJ70	A0A452DJF8
Q6NVY1	Q2HJ73
Q9Y264	B2Z4B2
Q9Y264	Q24K15
Q9UGC7	F1MCM1
Q16790	E1BPA4
O14901	A0A3Q1LSF2
Q9H228	F1MV28
Q96RI9	F1MX10
Q86YV6	A0A3Q1M5L3
Q8N336	Q0IIE6
O43464	A0JNK3
Q16589	E1BIN6
Q9NVF9	F1MRD9
Q15915	F1N389
Q9UBY5	F1MX11
Q9H147	A6H7A8
Q8N3I7	A6QLF9
Q5SQN1	F1MST4
P49585	Q2KIR5
Q96PL2	E1BI14
Q53H12	A0A3Q1MFM9
O75333	F1MBJ6
A2RU49	A5PJU6
Q6J9G0	F1MK62
P08709	P22457
Q13702	E1BJL1
Q00796	Q58D31
Q9HBW0	E1BLD8
Q9H2S6	A6N4C9
Q8IYM2	E1BIA6
Q9H7Z7	A0A3Q1LFK5
Q9H7Z7	Q66LN0
Q68CJ9	Q3SYZ3
Q9BV23	Q1LZ86
Q9GZM5	A0A3Q1LPC6
Q86WK9	Q2T9S9
Q12837	E1BLU8
Q9H3K2	Q3SZK3
Q86XD5	A0A452DJ16
O75436	Q0VD53
P35250	Q05B83
P62714	Q0P594
O75821	F2Z4J5
Q9NRB3	A0A3Q1M362
Q9BV20	A0A452DHW8
Q9BV20	Q2NL31
O43609	A5D992
Q6P1Q9	Q0P5B2
Q96D15	Q2KJ39
Q86W33	A0A3Q1M0C4
Q8N4Q0	Q24K16
P46091	F1MLK8
Q8NEW0	A4IFD7
Q5T280	F1MXD0
P55211	E1BNU2
Q96P53	A0A3Q1M282
Q6P4E1	A2VE10
O96008	Q1LZB5
Q05D60	F1MMN4
Q7M4L6	A0A3Q1MBB0
B5MCN3	A0A3Q1MEJ4
P49441	P21327
Q6ZU69	A0A3Q1LZY9
Q8TBJ4	E1BJF3
A2RUH7	E1BJ10
Q9H4P4	Q2KI91
Q96DB2	F1MWX4
P67775	P67774
Q2TAL6	E1BE14
Q5MNZ9	A0A3Q1MUP4
Q9NYT0	F6QHR0
Q9NPC1	F1MRY8
Q8NDV2	A0A3Q1MBU2
Q15555	Q3SZP2
Q8IU57	E1B7G0
A0A1B0GV85	A0A3Q1NG19
O95544	A0A3Q1NKT9
Q9BWT1	Q32PH1
Q6PJ21	Q3MHZ2
P98172	A1L570
O00767	Q9TT94
P27352	E1BCN2
Q96LZ7	Q2TBQ7
Q9H813	Q2KHV2
Q9Y2Y4	E1BHU5
Q96N77	E1BNN9
Q15717	Q3ZCE2
A8MXE2	F1N5W6
Q8NEP7	E1BN42
Q8ND71	F1N555
Q9NY43	F1N4U7
Q5VVQ6	Q05B57
O75477	G3N0U8
Q96ER9	Q5E9Q3
O43300	A6H701
Q14653	Q4JF28
P53597	F1MZ38
Q99541	Q9TUM6
Q99442	F1MUP3
O00757	Q2KJJ9
Q8TDY3	Q2TA43
Q9NS23	A0A3Q1MTU3
Q8ND83	F1MVT5
Q96PF2	G3N136
Q8TDX5	Q0II68
Q9H1A3	Q0VCJ8
Q92765	Q95117
Q13454	F1MFE0
Q96GD4	Q08DN4
P36575	F1MCQ1
Q14153	E1BDN6
Q92504	Q0P5C9
Q13336	Q5QF96
O43193	F1MPN9
Q96EM0	Q3SX04
P54922	Q32KR8
P07195	Q5E9B1
O75525	A4FV24
Q9P291	Q17QN5
O75381	A0A3Q1MTZ2
Q96IP4	E1B8X5
Q15599	G3N1L5
P28908	F1N0U5
Q8IWE2	A0A3Q1NHI6
Q15293	G3N2L2
Q4G0F5	A0A3Q1MSA5
Q8WZ79	F1MMW2
Q96NA8	A0A3Q1MIK3
O60496	A7MBB8
Q7Z2E3	Q7YRZ2
P13646	A0A3Q1LJB2
Q9NPB6	F6RHP0
P51582	F1MDW9
Q9NPC4	G3MZ03
Q86SQ9	F6RWD2
Q8TCX1	Q32KV4
Q8N0S6	Q5EA18
Q495N2	A0A3Q1LPD4
Q63HM9	F1N4B7
Q7Z7A3	E1BII1
P49682	Q5MD61
Q96C23	Q5EA79
P41231	F1MDI7
Q6N063	E1BBA9
Q9BY76	Q2KJ51
Q8WWU5	G5E5P7
Q9H0Q0	Q17QT7
P58012	Q6VFT7
A1A5D9	E1BM24
P40121	Q865V6
O43502	F1MW99
O60938	O62702
P26022	G3X6Q8
O14681	Q08DE5
O95149	Q2TBK8
Q9C086	F6QIL4
O00180	Q0P5A0
Q7Z5U6	Q32KQ2
P35212	A4IFL1
Q6NZI2	E1BNE7
Q6DCA0	E1BC45
Q96BI1	F1MWZ2
Q8N3Z0	Q5E9X7
Q92685	F6QW25
Q8IXZ3	E1BMR6
Q9NQR1	Q2YDJ8
Q9H5P4	Q0IIL8
Q9HBK9	A0A3Q1N140
O95965	E1BK10
P46092	D9ZDE4
O00743	Q2KIC7
O15218	F6QL83
Q8IXU6	G5E562
Q9Y3S2	Q32LC9
P57721	Q17QV0
P02749	A0A140T843
P36382	F1MHC7
Q9NUQ2	A0A3S5ZPU2
A6NKD9	A0A3Q1MF18
P34995	F1MUY4
P13994	Q5EA37
Q96MF2	E1BCH2
Q9NYG8	E1BGH7
Q14119	A0A3Q1NLK1
Q9NUQ9	Q2KJI3
Q9Y2C4	E1BAZ9
Q8N412	A0A3Q1M9X7
O95238	A2VDR4
Q8IWF9	Q2TA00
Q96H96	F1N1G6
Q8NAF0	A0A3Q1MMH9
Q9NZ01	Q3ZCD7
Q8N4F0	F1MI67
P15309	A6H730
Q9NRD0	Q5E9G6
Q8NAG6	F1MUZ6
P09914	F1MM71
Q96BN8	A6QLU9
Q9Y5K5	Q9XSJ0
O14544	E1BKN8
P14324	Q8WMY2
Q9NT62	Q0VCL3
O15069	A0A3Q1N5S9
Q9NP66	Q0VCL5
Q9NPY3	E1BGJ5
P48595	A5PJK0
P82933	Q58DQ5
Q96K31	F1MTW0
Q9BTX7	F1MTT2
Q9BXJ7	F1MQD9
Q86YJ5	E1BN37
Q9NWM3	F1MX67
Q7RTX7	G3MZP0
P22083	F1MDG4
Q9NYL9	A0A3Q1LL62
Q9UGM6	Q3T099
P11309	Q9N0P9
O96024	Q2HJA3
P00156	P00157
O75829	P17404
Q9H211	A0A3Q1LIW5
Q96FG2	Q58DT5
Q15165	Q58DS7
Q5TC84	F1N3J9
Q8NAA5	E1BFQ5
Q8IYX4	E1BIG5
Q6UXN9	A7Z085
Q8NEK8	G3N0D4
Q96SE0	Q3T0A0
Q8WVY7	Q2KJD7
P00738	Q2TBU0
Q16769	Q0P598
Q2T9K0	F6QVM6
Q99816	A3KN51
Q12951	E1BPY1
Q9Y376	Q29RI6
Q13562	F1N2Z3
Q9NXX6	Q2TBI1
Q92784	A0A3Q1MEL8
Q5T4F7	Q9XSC1
Q9UL42	F1MJ41
Q9BV79	F1MEY2
P32302	G3N3U0
O75818	F1MZC3
Q8N8Y2	Q2KJB6
Q96P63	E1BDF5
P09486	P13213
Q9Y3P4	A0A3Q1LLK1
Q9NX36	F1MFP4
Q6UX07	Q17QU7
Q9BYZ2	Q3T056
P83105	A0A452DIK8
Q7Z5S9	A6QQU6
Q7Z5S9	F1MI24
Q9BZW4	E1BAW0
O75503	Q1ZYR0
O14908	E1BJQ7
A6NKC9	G3MZ61
Q8IV48	Q32LA2
Q9HB89	F1MY53
Q9NYA1	F1MXZ6
P32942	F1MQF0
Q6P2M8	Q0P5A8
Q96PC2	F1MQ28
Q5PSV4	A4FV29
Q9Y698	A0JNG9
Q969S0	E1BEH8
Q6ZMB0	F1MGN7
Q969Q1	F6R269
Q6NTF9	G3N1D6
Q8WXI3	E1BB00
Q8TDT2	G3N1Z8
Q9UHC3	E1BPU5
Q8TB92	E1BK37
P51648	A0A3Q1LJ52
Q8N715	F1MHN5
O94905	Q1RMU4
Q01851	A0A3Q1MTW2
P40926	Q32LG3
P31276	A4FV76
P40925	Q3T145
Q00534	E1BC36
P83369	F1MKH0
Q8WUT9	G3N0T6
Q9C0J1	F1MSS4
Q86W42	A0A3Q1NKV3
Q9H649	Q0P5D8
P31937	Q2HJD7
Q9BU70	A5D7V4
Q5GH70	G3MX52
P54619	P58108
Q9BTY7	F1MW97
P60510	A6H772
Q9NZN9	Q95MP1
O60239	E1BIF7
O95258	Q2KIJ0
Q6ZNW5	Q5E9T1
O60664	Q3SX32
P41440	A0A3Q1MU29
P09001	Q3ZBX6
Q6UB28	A0A3Q1NID4
Q9NSI8	Q3ZBW8
P50479	Q3T005
Q3LIE5	G3MYD8
P12524	A0A3Q1MQJ0
Q96MH6	Q0VCR6
Q8NHS2	Q2T9S8
O14556	Q2KJE5
Q8IYB3	A0A3Q1MP80
Q0GE19	A0A3Q1MUE9
Q96HL8	Q3SZ01
O75787	P81134
O60393	F1MRG3
O60548	G3MX55
Q8IW19	A0JNH9
Q32ZL2	F1MU59
P04406	P10096
Q9H6D7	E1BKA4
Q6FHJ7	Q17QP5
Q96EU7	Q3SX46
Q5VZR2	F1MC09
Q9H1D9	F1MYX7
Q9H1D9	Q2T9S3
P78383	Q8MII5
P78383	Q2HJG6
Q969X2	Q08E15
Q969X2	A0A452DJH9
Q96GM1	A0A3Q1LQD3
P55087	O77750
P32246	A0JN72
Q86VY4	E1BAA3
Q93038	A0A3Q1LIC4
Q9H9B4	Q5E9M8
O60359	Q0VD05
A6NKF2	F1MGP2
Q9H0C1	E1BDM7
Q9UHY8	E1BG64
P10909	P17697
Q8NCG5	Q1LZD4
Q96IR7	A5PJL0
Q9H9S4	F1MMV6
Q9NYZ2	E1B7M3
Q9UBP4	A6QL81
Q6UXU4	E1BM65
P29274	E1BKU0
Q8TD22	A0A3Q1MSZ0
Q9NZL4	Q2KJ77
O00170	Q7YRC1
P27544	A4FUG2
P21810	P21809
Q6UWU4	E1B779
P13995	Q0P5C2
P13995	A0A452DI11
Q9P2X3	A7YY45
P43119	E1BQ27
Q9NUU6	A0A3Q1M8K2
Q49MG5	F1MI78
P51681	Q2HJ17
Q16342	Q2YDC9
Q9NUC0	E1B7X4
Q9NZT2	F6RA54
Q9BXS4	Q3T0Q2
P80365	O77667
Q96S37	A0A3Q1MUJ2
Q9H832	F1N1X8
O15121	Q3ZBY7
Q6P4I2	A0A3Q1LQ74
Q11201	A5D960
P50452	Q5BIR5
Q8TDS4	G3N168
Q9BRK5	Q3ZBZ1
Q9HC98	A6H7J4
P14550	Q3ZCJ2
Q8N4F7	F1MP85
O95847	E1BME0
B2RXF0	A0A3Q1ML64
Q13829	E1BLB2
Q969F8	A0A3Q1MXY0
P35227	E1BMR4
Q9BZE3	E1B9T6
Q9NS68	A0A3Q1M7T9
Q9UKB5	F1MWE4
P52951	E1BJ47
O95665	E1BCZ7
P36402	A0A3Q1MG64
P00338	P19858
Q969T3	A0A3Q1LUX4
Q6ZUK4	F1N1S4
Q9UKT7	A6QP22
Q3ZCV2	F1MEN5
Q12982	A0A3Q1NJ00
Q12841	Q58D84
Q15257	Q2KJ44
P52292	Q3SYV6
Q5EBM0	F1N2W6
Q9NZC7	A0A3Q1LVN4
Q9P055	A6H7J5
P17213	P17453
O15126	Q3T0D2
Q8N0Z2	E1BCX2
Q6ZS72	E1BNQ1
P78382	Q3SZP1
Q2M2I5	F1MFW9
Q96LP2	Q0II90
O00292	E1BBY0
O76003	F1ML12
Q6PEW1	Q08DL1
P55082	F1MGZ1
Q7Z4V5	F1MT65
P49685	E1BCM8
Q9H244	Q0IIL0
Q96BW5	A6QLJ8
P03999	P51490
Q16795	P34943
Q8N8N7	Q32L99
A8MTJ6	F1MC99
Q7Z465	Q17QP4
O43852	A0A3Q1NC75
Q9BT40	A6QNM5
Q9UHE8	E1BAP4
C9JTQ0	G3MYC6
P60891	Q2HJ58
Q00403	F2Z4J6
O14718	F1MR98
Q9H9D4	A0A3Q1MHQ4
Q9BSL1	A0A3Q1MMU6
Q9NPB9	P35350
Q15077	F1MTB2
Q9BVC4	Q17QU5
Q9NXK8	Q32PG9
Q8N999	Q2KJ69
Q8TBP6	Q0VCH6
Q15777	A5PJ77
Q7L5N1	F1MG10
Q969M1	A6QR22
P47775	F1N5H6
Q8N365	E1BHD1
Q9NY27	F1N3Z8
Q86SK9	Q2KIA4
Q0P670	A0A3Q1M019
A6NC97	F1MDN2
Q9H6B1	A0A3Q1LTJ6
O43488	F1MZC0
Q9BRQ8	A5PJM4
P50616	A5D9F9
Q96I34	F1MMZ0
Q9Y5Y4	A0A3Q1N2W9
P46108	E1BQ32
Q9UKL4	Q866T7
A6NNE9	F1MU27
O15143	Q58CQ2
Q12947	F1N694
Q96LQ0	F1MPJ2
Q8IYM1	F1N427
O95859	Q29RH7
P13473	A0A3Q1N8P4
P46976	A0A3Q1NLJ5
P08574	P00125
D6RGH6	G3N1S4
O15315	E1BE93
P08319	F1MFZ4
Q9NP85	F1N2L6
Q86WK7	G3MX42
Q07866	A6H7H2
P07098	F1MES3
Q5T6V5	Q1JP73
Q9BXS6	Q2YDJ0
Q9BWX5	Q3SZJ5
O95551	A7YWI9
Q9NXF8	F1N6U3
Q9UBP5	E1BEV8
P13716	Q58DK5
O95967	A0A3Q1MN12
Q9NZD8	Q8MJJ1
Q9NWD8	Q2YDM0
Q9BXC1	G5E5R1
P07858	P07688
Q6BEB4	E1BI43
O75569	Q2HJ92
Q7L523	Q3SX43
Q8WTX7	Q0V8A3
Q3SXM5	A5PJF6
Q8TDG2	G3N284
O00151	A6H7E3
P30542	P28190
P36941	A6QQ46
Q9P2M1	E1B9G6
Q86WV1	E1B8S2
Q8WXS5	F1MV40
P50749	E1BCV3
P43115	P34979
Q96J42	F1N393
Q8IUX8	F1MW41
P09668	Q3T0I2
O00487	Q17QP9
P35908	G3MZ71
P13804	F1MWR3
Q6ZN01	A7E346
Q9P2W9	A5PJR7
Q14209	E1BD75
O00154	A0A3Q1MI69
Q86YM7	Q2KJ56
P05412	O77627
Q9C075	F1MI65
P37837	G5E5C8
Q9P0W2	Q32L68
Q9Y242	A4IFF7
Q9UKP3	E1BHP7
O43172	Q3MHE2
P30518	P48044
Q86U06	A0A3Q1LKV3
Q9GZR5	A5PKE6
Q9UJU5	E1BIV1
Q5T9C2	F1MIT7
Q6P1M9	G3X6U0
Q13643	Q3ZBI6
Q6ICL7	E1BQ38
Q4G112	E1B812
P78545	A5PJQ8
Q9UBV7	F6Q1U8
Q8N5I2	A0A3Q1MJY5
Q8TEY5	E1BP88
Q9P035	A7YY55
P39900	A0A3Q1M4A6
Q8NFW5	F1MR77
P31942	A0A3Q1MF67
O75635	E1BAU7
Q8N474	O19116
Q9UI42	G3MZP8
Q6ICH7	A0A3Q1M733
Q8NC51	A1L5B7
Q8N4T4	Q0P5E3
P51857	E1BBT0
Q2M329	A6QPC4
Q15738	Q3ZBE9
Q9BWQ8	Q1LZ71
Q8IYK8	E1BPW7
Q9H7L9	A0A3Q1LQ57
Q9H7L9	A6H6W9
Q6WBX8	F1MFW1
P27695	A0A140T846
Q8TDX7	A0A3Q1MRG8
Q9H6D3	E1BD69
Q8IV63	Q2YDN8
Q15800	A6H7G3
P46089	G3N0D0
Q96H78	A0A3Q1MLH3
P30968	P32236
Q9NXG2	Q24K03
Q9Y2D2	Q6YC49
Q9NZC3	Q3T0T0
Q9BXA7	G3N2D2
Q15050	F1MPT7
Q86UT8	F6PMQ1
Q13064	A0A3Q1LXB4
P19525	A0JNE6
Q86W34	F1MH25
Q9NRS6	Q148E7
Q8NCE0	A0A3Q1LMA1
O75618	F1ME34
Q96A99	E1B8G2
Q8NEY8	A0A3Q1MVX9
Q9UKB1	A0A3Q1M118
Q9H903	E1BNJ2
P51884	Q05443
Q9BT49	A4IFT9
P00797	F1MZL4
P31785	Q95118
P04083	P46193
Q6P2C8	Q2TBN7
O95400	A4IFR1
Q9BW91	A7MBI8
P48729	P67827
Q8WXG1	Q2HJF9
Q9H0F6	E1BDF2
P05111	P07994
P14920	F1MVM4
Q9NWY4	A2VDY4
Q9Y2D0	F1N5D1
Q86X67	Q1RMI9
Q9BZQ4	Q0VC59
O15527	F1MPV2
Q96IW2	E1BE26
Q13137	O18737
Q13137	A0A452DI74
Q9BYE7	E1BJL2
Q92890	A0A3Q1N3E8
Q9BRP4	Q148I1
Q9UBI4	A0A3Q1LLQ3
Q9H3F6	A0A3S5ZPN8
Q9BYG0	A0A3Q1MPZ8
Q8WW27	G3MWJ4
Q96FM1	A7YWP2
Q96N21	F1N337
Q03154	F1MR63
Q9H9Y4	A6H7F2
P46095	A6QLL9
Q96M63	F1N2N9
P47898	E1BGY8
O15504	Q2YDG6
O95136	A2VDV6
Q66K66	Q08E36
P43657	A6QL49
P17275	Q0VBZ5
P49715	O02754
O14745	Q3SZK8
Q9BWM7	A6QP55
Q96NB3	A3KN01
Q9C004	A2VDU1
Q5T200	F1N0H5
Q9BX59	F1N3G5
Q8N8D1	E1B9C4
Q96S86	A5PK97
Q8N118	E1BB80
Q96AJ1	A0A3Q1LWV3
Q01344	F1MH16
P32245	Q9GLJ8
Q15853	A0A3Q1LR26
Q5NUL3	E1BKC0
Q9H668	Q08DB2
P43699	A0A3Q1M5C3
Q7L5D6	Q0P5I8
O15389	A0A3Q1LVA6
Q00978	Q58DC4
P09467	Q3SZB7
Q8WV60	Q3SZ55
Q96BJ3	E1BG08
Q9Y385	F1MBQ2
Q9H095	F1MWI0
Q96H72	A5D7H1
Q96H72	A0A452DJF9
Q8TBJ5	A0A452DJT8
Q9NZC4	Q32LN0
Q9Y673	F1N540
P40937	A0A3Q1LY33
Q86X76	Q32LH4
P20333	Q3MHI9
Q8IVS2	E1BPG0
Q9BYD9	F6PXW3
P35249	A0A3Q1M1J3
Q6ICG6	A0A3Q1LWU1
Q96I25	A7MB77
P05198	P68102
Q9H977	A0A3Q1MC03
Q9Y3Q8	E1BFH5
Q6NSZ9	G3MWG6
