Gene stable ID	UniProtKB/TrEMBL ID	UniProtKB/Swiss-Prot ID
ENSBTAG00000020698	F1MF22	
ENSBTAG00000013658	E1BPW2	
ENSBTAG00000014127	A0AAA9SEG5	
ENSBTAG00000001877	E1BA81	
ENSBTAG00000012147	A0A3Q1MJY5	
ENSBTAG00000072681		
ENSBTAG00000020698	A0A3Q1M8J1	
ENSBTAG00000012147	A0AAA9SM51	
ENSBTAG00000014127	F1MNI5	
ENSBTAG00000018843		P34955
ENSBTAG00000072681		
ENSBTAG00000000220	A0AAA9SIK7	
ENSBTAG00000020120	E1BNT3	
ENSBTAG00000013658	A0A3Q1M3R8	
ENSBTAG00000012147	A0A3S5ZPU9	
ENSBTAG00000001877	A0A3Q1LWS9	
ENSBTAG00000003313	F1MXW8	
ENSBTAG00000072633	G3N2T7	
ENSBTAG00000013658	A0A3Q1NKD1	
ENSBTAG00000020120	A0AAA9TTJ5	
ENSBTAG00000013658	A0A3Q1LTK7	
ENSBTAG00000020022	G5E5N7	
ENSBTAG00000000220	A0AAA9SUM0	
ENSBTAG00000013658	A0A3Q1LTQ2	
ENSBTAG00000071035	A0AAF6DM97	
ENSBTAG00000024493	F1N334	
ENSBTAG00000049333	A0AAA9T4Q0	
ENSBTAG00000062665		
ENSBTAG00000019916	A0A3Q1M7W6	
ENSBTAG00000071035		
ENSBTAG00000039099	A0AAA9RRH1	
ENSBTAG00000049333	A0A3Q1M7I6	
ENSBTAG00000024493	A0AAA9RWM9	
ENSBTAG00000062665	A0AAA9SRY6	
ENSBTAG00000012503	A0AAA9S9Z3	
ENSBTAG00000062665		
ENSBTAG00000012503	A0AAA9TB24	
ENSBTAG00000012503	E1BJA5	
ENSBTAG00000078348	A0AAA9TKW4	
ENSBTAG00000014136	A0A452DIP1	
ENSBTAG00000009598	A0AAA9TZE2	
ENSBTAG00000012503	A0AAA9TB24	
ENSBTAG00000078348		
ENSBTAG00000019726	E1B993	
ENSBTAG00000012503	A0AAA9TB24	
ENSBTAG00000003526	A0A3Q1MN88	
ENSBTAG00000012503	A0AAA9TGS8	
ENSBTAG00000005917	A5D7L3	
ENSBTAG00000012503	A0AAA9TB24	
ENSBTAG00000009598	F1MS24	
ENSBTAG00000012503	A0AAA9TB24	
ENSBTAG00000005917	A0A3Q1MIH4	
ENSBTAG00000008323	A0A3Q1MJT6	
ENSBTAG00000012503		
ENSBTAG00000014136	A0AAA9T796	
ENSBTAG00000009598	A0AAA9RVG4	
ENSBTAG00000003526	A0AAA9SDZ4	
ENSBTAG00000012503	A0AAA9TB24	
ENSBTAG00000074214	A0AAA9TBP7	
ENSBTAG00000009598	A0AAA9SNF3	
ENSBTAG00000003526	A0AAA9SSA0	
ENSBTAG00000008323		Q17QQ3
ENSBTAG00000005916	A0A3S5ZPP3	
ENSBTAG00000074214		
ENSBTAG00000014119	A0AAA9TYH6	
ENSBTAG00000011826	A0AAA9SBI2	
ENSBTAG00000003526	E1BJU6	
ENSBTAG00000008323	A0A3Q1NFZ1	
ENSBTAG00000074214		
ENSBTAG00000005916	A0A3S5ZPP3	
ENSBTAG00000011826	A0A3Q1MSZ7	
ENSBTAG00000005916	A0AAA9RXT8	
ENSBTAG00000013423	A6QLZ6	
ENSBTAG00000035323	A6H732	
ENSBTAG00000011613		A7E3Q8
ENSBTAG00000036297	E1BEK1	
ENSBTAG00000017439	E1BIT2	
ENSBTAG00000034987	E1BNU6	
ENSBTAG00000071628		
ENSBTAG00000017439		
ENSBTAG00000038361	A0AAF6DLK0	
ENSBTAG00000014119	A0A3Q1MI80	
ENSBTAG00000011613	F1MSB7	
ENSBTAG00000071628		
ENSBTAG00000071628		
ENSBTAG00000014119	A0JNH7	
ENSBTAG00000014119	A0A3Q1MSP9	
ENSBTAG00000036298	G3N069	
ENSBTAG00000071628		
ENSBTAG00000017462	F1MXZ1	
ENSBTAG00000014119	F6QX75	
ENSBTAG00000007392	F6PSV7	
ENSBTAG00000051621	A0A3Q1MM08	
ENSBTAG00000012148	F1N093	
ENSBTAG00000011613	A0AAA9STT8	
ENSBTAG00000074626		
ENSBTAG00000017462		
ENSBTAG00000036298	Q2HJ80	
ENSBTAG00000036298	F6Q4Z9	
ENSBTAG00000074626	A0AAA9SWR0	
ENSBTAG00000008672	A2VE38	
ENSBTAG00000006191	Q08DM0	
ENSBTAG00000017463		A6H7J2
ENSBTAG00000013587	A0AAA9T751	
ENSBTAG00000012817	E1BDN7	
ENSBTAG00000006191	A0AAA9RTM6	
ENSBTAG00000012817	A0A3Q1MDM6	
ENSBTAG00000008114	A0A3Q1NN33	
ENSBTAG00000015157	E1BKA6	
ENSBTAG00000009653	E1BFF2	
ENSBTAG00000012148	A0A3Q1LPD0	
ENSBTAG00000009653	G3N1Y7	
ENSBTAG00000002015		
ENSBTAG00000008114	A0AAA9S2J6	
ENSBTAG00000013538	A0A3Q1M4B1	
ENSBTAG00000051498	A0A3Q1LYS1	
ENSBTAG00000073368		Q3SZ47
ENSBTAG00000013538	A0AAA9TSN1	
ENSBTAG00000070375		
ENSBTAG00000000601	A0A3Q1ME56	
ENSBTAG00000000275	A0AAA9SVG6	
ENSBTAG00000024891	F1N6W5	
ENSBTAG00000013538	A0A3Q1MTZ2	
ENSBTAG00000013587	A0A3Q1MN55	
ENSBTAG00000000275	A0A3Q1MRM6	
ENSBTAG00000013587	A0AAA9RWC5	
ENSBTAG00000013538	E1BFW8	
ENSBTAG00000000275	F6RS94	
ENSBTAG00000076066		
ENSBTAG00000013538	A0AAA9S740	
ENSBTAG00000013587		
ENSBTAG00000073936	A0AAA9S4A3	
ENSBTAG00000000275	A0AAA9RSM0	
ENSBTAG00000002015	A0A3Q1LJN0	
ENSBTAG00000000601	F1MRP6	
ENSBTAG00000050688	A0A3Q1MIE1	
ENSBTAG00000014367	F1N591	
ENSBTAG00000013535		
ENSBTAG00000012148	A0A3Q1MVR5	
ENSBTAG00000018940	E1BER4	
ENSBTAG00000014367	A0AAA9TKM3	
ENSBTAG00000020887	F1MP22	
ENSBTAG00000013535	Q0VC37	
ENSBTAG00000054103	A0AAA9SRU3	
ENSBTAG00000071066		
ENSBTAG00000054103	A0A3Q1MAW3	
ENSBTAG00000000601	A0AAA9RZS5	
ENSBTAG00000046494	G3N364	
ENSBTAG00000002015	A0A3Q1LXK8	
ENSBTAG00000054103		Q0VCC1
ENSBTAG00000046540	A0A3Q1N535	
ENSBTAG00000076169		
ENSBTAG00000048839	A0A3Q1LYG0	
ENSBTAG00000009447	F1MEB9	
ENSBTAG00000014191	F1MM32	
ENSBTAG00000054103	A0A3Q1ND43	
ENSBTAG00000079207		
ENSBTAG00000009447	A0A3Q1MGF2	
ENSBTAG00000079207		
ENSBTAG00000000601	A0AAA9U0X2	
ENSBTAG00000013665	A0AAA9SSU5	
ENSBTAG00000002015	A0A3Q1M4X3	
ENSBTAG00000000326	E1BD08	
ENSBTAG00000072499		
ENSBTAG00000013665	A0AAA9S462	
ENSBTAG00000024449	F1N1F8	
ENSBTAG00000051176	A0A3Q1LT36	
ENSBTAG00000073163		
ENSBTAG00000030255	F1MW60	
ENSBTAG00000013665	F1MJA9	
ENSBTAG00000000601	A0AAA9TJC4	
ENSBTAG00000024449	A0A3Q1NIE5	
ENSBTAG00000078779		
ENSBTAG00000024449	A0AAA9SYD6	
ENSBTAG00000015089	A0AAA9RVC1	
ENSBTAG00000075875		
ENSBTAG00000005985	A0A3Q1MF26	
ENSBTAG00000002015	A0A3Q1NFZ3	
ENSBTAG00000078287		
ENSBTAG00000004063	A0A452DHZ3	
ENSBTAG00000005985	A5PJP4	
ENSBTAG00000015089	A0AAA9SHP7	
ENSBTAG00000002015	A0A3Q1M608	
ENSBTAG00000007882	A0A3Q1MRE0	
ENSBTAG00000013298		A4IFJ5
ENSBTAG00000071668		Q28133
ENSBTAG00000074769		
ENSBTAG00000015089		P11116
ENSBTAG00000034529	Q0VC27	
ENSBTAG00000034529	F6QEF9	
ENSBTAG00000021003	E1BCM7	
ENSBTAG00000019580	E1BB92	
ENSBTAG00000013298	A0A3Q1LRP1	
ENSBTAG00000071668		
ENSBTAG00000060113	A0AAA9TAS5	Q2KIV0
ENSBTAG00000007882	G3X7Z2	
ENSBTAG00000034519	A0AAA9RZM7	
ENSBTAG00000021835	A0A3Q1N588	
ENSBTAG00000037907	F1ME12	
ENSBTAG00000010223		Q08DT3
ENSBTAG00000034519	A8QIC0	
ENSBTAG00000072749		
ENSBTAG00000047417	G3MY76	
ENSBTAG00000065187	A0AAA9SEG2	
ENSBTAG00000010223		Q08DT3
ENSBTAG00000005231	E1BMY4	
ENSBTAG00000021835	A0A3Q1LSH7	
ENSBTAG00000034519	A0AAA9SF31	
ENSBTAG00000037907	F1ME12	
ENSBTAG00000046941	A0A3Q1N117	
ENSBTAG00000046941	F6Q7K4	
ENSBTAG00000070967	G3X7N7	
ENSBTAG00000070967	A0AAA9SSD4	
ENSBTAG00000021835	A0AAA9TUH9	
ENSBTAG00000010223		Q08DT3
ENSBTAG00000073513		
ENSBTAG00000037907	F1ME12	
ENSBTAG00000078701		
ENSBTAG00000031934	A0AAA9TNP6	
ENSBTAG00000010223		Q08DT3
ENSBTAG00000019684		A2VE79
ENSBTAG00000037907	F1ME12	
ENSBTAG00000021835	A0AAA9S4L3	
ENSBTAG00000039066	F1ME11	
ENSBTAG00000010223		Q08DT3
ENSBTAG00000019684	A0AAA9T0R9	
ENSBTAG00000073513		
ENSBTAG00000031934	A0AAA9SPN2	
ENSBTAG00000037907	F1ME12	
ENSBTAG00000021835	F1MHI6	
ENSBTAG00000055416	A0AAA9SKS6	
ENSBTAG00000010223	A0AAA9S1H1	
ENSBTAG00000073513	Q2KJ86	
ENSBTAG00000031934	A0AAA9SY96	
ENSBTAG00000004407	F6QTJ5	
ENSBTAG00000037907	F1ME12	
ENSBTAG00000010223	A0AAF6ZED4	
ENSBTAG00000031934	F1MEI0	
ENSBTAG00000004407	A0A3Q1LZV4	
ENSBTAG00000010223		Q08DT3
ENSBTAG00000031934	F1MEI0	
ENSBTAG00000037907	F1ME12	
ENSBTAG00000010223		Q08DT3
ENSBTAG00000004407	Q0VCD1	
ENSBTAG00000037907	F1ME12	
ENSBTAG00000004407	A0A3Q1NJL0	
ENSBTAG00000070641		
ENSBTAG00000030258		Q17QW1
ENSBTAG00000004407	A0A3Q1LQ50	
ENSBTAG00000015598	A0AAA9S7Q4	
ENSBTAG00000016062		Q2KIN3
ENSBTAG00000018799	A0A3Q1MKT3	
ENSBTAG00000070641		
ENSBTAG00000015598		Q3T0F4
ENSBTAG00000016062	A0AAF6ZI12	
ENSBTAG00000013531	A0AAF6YZ47	
ENSBTAG00000017517	F1N0E1	
ENSBTAG00000016062		
ENSBTAG00000070641		
ENSBTAG00000018799	A0A3Q1MRA2	
ENSBTAG00000013531	A0A3Q1MTH0	
ENSBTAG00000021615	Q0VBW6	
ENSBTAG00000070641		
ENSBTAG00000000602	A0AAF6DMC7	
ENSBTAG00000017517	A0A3Q1M9M7	
ENSBTAG00000018799	G3N266	
ENSBTAG00000070641	A0AAA9S763	
ENSBTAG00000003992	A0AAA9SGE2	
ENSBTAG00000020042	A6H7G1	
ENSBTAG00000021615	A0A3Q1MK76	
ENSBTAG00000017517	A0A3Q1N771	
ENSBTAG00000003992	A0AAA9T5C8	
ENSBTAG00000018799	A0AAA9RZN8	
ENSBTAG00000003992	A0AAA9SEY0	
ENSBTAG00000017517	A0A3Q1LQV5	
ENSBTAG00000039117	A0A3Q1LQ44	
ENSBTAG00000008191	F6RN54	
ENSBTAG00000003992	F1MFM7	
ENSBTAG00000003992	A0AAA9SQZ0	
ENSBTAG00000006464	A0AAA9RW43	
ENSBTAG00000008191	A0AAA9TLP9	
ENSBTAG00000078360		
ENSBTAG00000039117	A0A3Q1MHN2	
ENSBTAG00000046502	A0AAA9TUV2	
ENSBTAG00000078360		
ENSBTAG00000013527	A0A3S5ZPM3	
ENSBTAG00000046502	A0A3Q1MWI5	
ENSBTAG00000006464	A0AAA9TRM4	
ENSBTAG00000013527	A0AAA9TNM7	
ENSBTAG00000078360		
ENSBTAG00000008191	A0AAA9S3X9	
ENSBTAG00000046502	G3N0L6	
ENSBTAG00000060966		
ENSBTAG00000039117	A0A3Q1LRS5	
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000078360		
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000039117	E1BM83	
ENSBTAG00000078360		
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000006464	F6RN30	
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000020927	A0AAF6DLJ3	
ENSBTAG00000006464	F1MEP7	
ENSBTAG00000069639	A0AAA9SDW1	
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000009169	A0AAA9TFI3	
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000006464	A0AAA9TDW5	
ENSBTAG00000018884	A0A3Q1M2R7	
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000009169	A0AAA9TYG5	
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000054239	A0A3Q1LRB7	
ENSBTAG00000073072		
ENSBTAG00000018884	A8E4N5	
ENSBTAG00000009169	F1MHL9	
ENSBTAG00000053789	A0A3Q1MZQ1	
ENSBTAG00000060966	A0AAA9S1B8	
ENSBTAG00000018227	A0A3Q1LH05	
ENSBTAG00000046185	G3X8E7	
ENSBTAG00000073781		
ENSBTAG00000046185	A0AAA9SNK4	
ENSBTAG00000050382	A0A3Q1MFC9	
ENSBTAG00000016124	A0AAF6Z274	
ENSBTAG00000030257	E1BH11	
ENSBTAG00000022890	A0A3Q1MRJ3	
ENSBTAG00000020458	A2VE18	
ENSBTAG00000050382	A0AAA9SGH4	
ENSBTAG00000073781		
ENSBTAG00000020458	A0AAA9SJE8	
ENSBTAG00000020699	A0AAA9SJJ7	
ENSBTAG00000054239	A0AAA9TZH9	
ENSBTAG00000022890		
ENSBTAG00000050382	A0AAA9T806	
ENSBTAG00000020699	A0AAA9TIU6	
ENSBTAG00000020458	A0A3Q1MRT5	
ENSBTAG00000002643	E1BDC9	
ENSBTAG00000071780		
ENSBTAG00000020699	A0AAA9RUZ9	
ENSBTAG00000070386		
ENSBTAG00000054239	A0AAA9SS56	
ENSBTAG00000020699	A0A452DK68	Q0VC33
ENSBTAG00000050382	A0AAA9S3Y9	
ENSBTAG00000002643	A0A3Q1MJR9	
ENSBTAG00000019821	A0AAF6Z733	
ENSBTAG00000054239	A0A3Q1M1I7	
ENSBTAG00000071437	G8GWQ5	
ENSBTAG00000071437	A0A3Q1LTC8	
ENSBTAG00000025669	Q2HJA3	
ENSBTAG00000054239	A0AAA9SN02	
ENSBTAG00000008017	G3N0G4	
ENSBTAG00000025669	Q2HJA3	
ENSBTAG00000071437	G8GWQ6	
ENSBTAG00000021553	A0A3Q1NDH9	
ENSBTAG00000025669	A0AAA9TRL2	
ENSBTAG00000018227	G3MWI1	
ENSBTAG00000008017	A0AAA9SXJ1	
ENSBTAG00000054239	A0AAA9TP34	
ENSBTAG00000021553	A0A3Q1M9X9	
ENSBTAG00000022890	A0A3Q1MAL4	
ENSBTAG00000008017	A0AAA9RZP8	
ENSBTAG00000021553	E1BEZ8	
ENSBTAG00000054239	A0A3Q1MPX6	
ENSBTAG00000002648	A0A3Q1MQW8	
ENSBTAG00000022890	F6QBP1	
ENSBTAG00000021553	A0A3Q1N575	
ENSBTAG00000018227	A0A3Q1MXN1	
ENSBTAG00000022890	A0AAA9SAG4	
ENSBTAG00000078705		
ENSBTAG00000020550	F1N7A3	
ENSBTAG00000022890	A0AAA9SGG0	
ENSBTAG00000016824	Q5EA82	
ENSBTAG00000008017	F1N704	
ENSBTAG00000018227	A0A3Q1LZW9	
ENSBTAG00000048308	A0AAA9SD88	
ENSBTAG00000018227	A0A3Q1M8G7	
ENSBTAG00000010723		Q17Q89
ENSBTAG00000072419	V9GVP2	
ENSBTAG00000013166	A0AAA9S8I5	
ENSBTAG00000026953	F1N4N1	
ENSBTAG00000009075	A0A3Q1LZS2	
ENSBTAG00000018026	A0AAF6DMH4	
ENSBTAG00000013166	A0AAF6YYC5	
ENSBTAG00000013221	E1BG09	
ENSBTAG00000016829	A0AAA9TD30	
ENSBTAG00000026953	A0A3Q1MQ84	
ENSBTAG00000009075		A0JNG4
ENSBTAG00000073529		
ENSBTAG00000016829	A0AAA9T142	
ENSBTAG00000016829	A0AAA9RS62	
ENSBTAG00000016829	F1MLP0	
ENSBTAG00000073529		
ENSBTAG00000004650	E1BCA0	
ENSBTAG00000013166	A0A3Q1MZQ5	
ENSBTAG00000013166	A0AAA9TPH1	
ENSBTAG00000004650	A0A3Q1MIB4	
ENSBTAG00000016827	F6RVL5	
ENSBTAG00000073529		
ENSBTAG00000015880	Q2T9N5	
ENSBTAG00000015880	A0AAA9S864	
ENSBTAG00000031238	F1MDF0	
ENSBTAG00000009266	A0AAA9SB67	
ENSBTAG00000078617		
ENSBTAG00000015880	A0AAA9TDP9	
ENSBTAG00000009266	E1BI17	
ENSBTAG00000015880	A0AAA9TJ84	
ENSBTAG00000009266	A0AAA9TFJ2	
ENSBTAG00000016828	A0AAA9SIH1	
ENSBTAG00000015254	A0A3Q1NDQ7	
ENSBTAG00000011966	F1MD77	
ENSBTAG00000005786	A0AAF6DM86	
ENSBTAG00000016828	A0AAA9SMK4	
ENSBTAG00000046957	A0AAA9TNG8	
ENSBTAG00000046957	G3N3X9	
ENSBTAG00000005786	A0AAA9TI51	
ENSBTAG00000015254	F1MUF4	
ENSBTAG00000013631		P15103
ENSBTAG00000046957	A0AAA9SN33	
ENSBTAG00000005786	A0AAA9S2D8	
ENSBTAG00000016828	A0AAF6DM12	
ENSBTAG00000046957	A0AAA9S9Q4	
ENSBTAG00000005786	A0AAA9SGW9	
ENSBTAG00000016828	A0AAA9SUK2	
ENSBTAG00000046957	A0AAA9T8S0	
ENSBTAG00000078459		A5PJK1
ENSBTAG00000016828	A0AAA9T6U4	
ENSBTAG00000046590	G3MYF5	
ENSBTAG00000046957	A0AAA9T243	
ENSBTAG00000013631		
ENSBTAG00000078459		A5PJK1
ENSBTAG00000016828	A0AAA9RXP6	
ENSBTAG00000014602	F1MNR3	
ENSBTAG00000006726	A0A3Q1LU25	
ENSBTAG00000078459		A5PJK1
ENSBTAG00000014602	F6QGC9	
ENSBTAG00000006726	E1BLP9	
ENSBTAG00000078459		
ENSBTAG00000015156	A0AAF6DLP9	
ENSBTAG00000006726	A0AAA9TKK8	
ENSBTAG00000064040	A0AAA9SYG7	
ENSBTAG00000006726	A0AAA9TSY4	
ENSBTAG00000006726	A0AAA9RT71	
ENSBTAG00000016830	F1MGU0	
ENSBTAG00000021442	E1BJ75	
ENSBTAG00000010227	A0AAF6YUI9	
ENSBTAG00000064040	A0AAA9SW70	
ENSBTAG00000021442	A0AAA9TUI7	
ENSBTAG00000007567	A0AAA9SVE9	
ENSBTAG00000001631	A0AAA9SUF6	
ENSBTAG00000064040	A0AAA9SH53	
ENSBTAG00000003155		Q24JY7
ENSBTAG00000034871	F1ML34	
ENSBTAG00000007567	A0AAF6DLF6	
ENSBTAG00000005327	F1MKY3	
ENSBTAG00000001631	F6QNE3	
ENSBTAG00000003155	A0A3Q1LSH2	
ENSBTAG00000004246	A0AAA9SPV0	
ENSBTAG00000004246	A0A3Q1LRN7	
ENSBTAG00000006620	F1MD60	
ENSBTAG00000061507	A0AAA9TXL7	
ENSBTAG00000001634	E1BBS1	
ENSBTAG00000018220	A0AAA9SIX0	
ENSBTAG00000061507	A0AAA9SQ86	
ENSBTAG00000001634	A0A3Q1LYR7	
ENSBTAG00000007109	A0A3Q1ML99	
ENSBTAG00000018220	A0AAA9SPJ6	
ENSBTAG00000011823	F1MD95	
ENSBTAG00000018220	A0AAA9TI97	
ENSBTAG00000053484	A0AAA9S1Y2	
ENSBTAG00000007109	F1N2S1	
ENSBTAG00000001635	A0A3Q1MZ77	
ENSBTAG00000053484	A0AAA9TD32	
ENSBTAG00000018220	A0AAA9TLT5	
ENSBTAG00000011823	A0A3Q1NIN4	
ENSBTAG00000001635	F1N5T0	
ENSBTAG00000062687	A0AAA9SX07	
ENSBTAG00000003952	A0AAA9SLB7	
ENSBTAG00000018220	E1BC83	
ENSBTAG00000016112	F1N4Z7	
ENSBTAG00000011823	A0A3Q1N0Y8	
ENSBTAG00000000422	G3MY13	
ENSBTAG00000016112	A0AAA9SSS2	
ENSBTAG00000001724	A0AAA9SGA0	
ENSBTAG00000003952	A0AAA9RWI7	
ENSBTAG00000009091	A5H027	
ENSBTAG00000001724	F1N5J9	
ENSBTAG00000003952	A0A3Q1LS43	
ENSBTAG00000001724		Q24K16
ENSBTAG00000004305		O46471
ENSBTAG00000003952		A6H779
ENSBTAG00000014981		
ENSBTAG00000014981	A0AAA9TLW8	
ENSBTAG00000003952	A0AAA9SFF3	
ENSBTAG00000022887	E1BF46	
ENSBTAG00000014981	A0AAA9S5A3	
ENSBTAG00000014981	A0AAA9TI98	
ENSBTAG00000018984	E1BE66	
ENSBTAG00000014981	A0AAA9T5X1	
ENSBTAG00000020975	A0AAA9SRM1	
ENSBTAG00000014981	A0AAA9RZE9	
ENSBTAG00000009924	A0A3Q1LXC7	
ENSBTAG00000003968	E1BG95	
ENSBTAG00000018984	A0A3Q1MD55	
ENSBTAG00000020975	A0AAA9SBQ1	
ENSBTAG00000021428	A0A3Q1M5W4	
ENSBTAG00000003968	A0AAA9S2C7	
ENSBTAG00000009924	B7U1D5	
ENSBTAG00000018984	A0A3Q1M3J8	
ENSBTAG00000020975	A0AAA9TTM8	
ENSBTAG00000021428	A0AAA9T1W6	
ENSBTAG00000014981	F1MZJ2	
ENSBTAG00000020975	F1MBI8	
ENSBTAG00000016920	F1MF18	
ENSBTAG00000021428	F1MWP9	
ENSBTAG00000009924	A0A3Q1MH79	
ENSBTAG00000003423	A6H7B6	
ENSBTAG00000009924	A0A3Q1M1Y5	
ENSBTAG00000057959	A0AAA9S6P1	
ENSBTAG00000000656	G3XCF6	
ENSBTAG00000031834	A6QPL1	
ENSBTAG00000031834	F6PWL8	
ENSBTAG00000069796	A0AAA9SU95	
ENSBTAG00000010401	A0A3Q1MHZ2	
ENSBTAG00000031834		
ENSBTAG00000002266	A0A3Q1NL14	
ENSBTAG00000031834	A0A3Q1MFZ3	
ENSBTAG00000000656	A0AAA9SHK0	
ENSBTAG00000011628	F1N7F3	
ENSBTAG00000002266	A0AAA9TP91	
ENSBTAG00000010401	A6QNS2	
ENSBTAG00000002266		Q29RY9
ENSBTAG00000011628	A0A3Q1MHB0	
ENSBTAG00000000656	A0A3Q1LGN8	
ENSBTAG00000004272	F6PSM6	
ENSBTAG00000002266	A0AAA9SCD2	
ENSBTAG00000010401	A0AAA9S469	
ENSBTAG00000000656	A0A3Q1M5J8	
ENSBTAG00000003152	Q6IED4	
ENSBTAG00000003152	F1MZV5	
ENSBTAG00000010401	A0A3Q1M2E8	
ENSBTAG00000009841	A0AAA9T3G1	
ENSBTAG00000002603	A8E4M9	
ENSBTAG00000016374	F1N3J9	
ENSBTAG00000010401	A0AAA9RYB1	
ENSBTAG00000009841	A0A3Q1LW01	
ENSBTAG00000015571	A0A3Q1MN33	
ENSBTAG00000009841	A0AAA9T2Q6	
ENSBTAG00000010401	A0AAA9SEB9	
ENSBTAG00000011333	A0AAA9SGX9	
ENSBTAG00000015571	Q32S38	
ENSBTAG00000009841	A0AAA9T0N3	
ENSBTAG00000015571	A0AAA9U023	
ENSBTAG00000009841	A0AAF6ZAI1	
ENSBTAG00000015571	A0A3Q1LUC8	
ENSBTAG00000009841	A0AAA9T568	
ENSBTAG00000011333	A0AAA9SAR2	
ENSBTAG00000002603	F6RTG2	
ENSBTAG00000014423	A0AAA9TRC0	
ENSBTAG00000015571	A0A3Q1LU91	
ENSBTAG00000000793	E1B7Q3	
ENSBTAG00000014423	F1N301	
ENSBTAG00000009841	A0AAA9SF18	
ENSBTAG00000014423	A0AAA9SFF8	
ENSBTAG00000050757	F1MIY6	
ENSBTAG00000000793	A0AAA9ST58	
ENSBTAG00000011333	E1BQ15	
ENSBTAG00000002610	A0AAA9TLV2	
ENSBTAG00000000106	F1MG74	
ENSBTAG00000002581	A6QQE7	
ENSBTAG00000002610	A0AAA9TGG5	
ENSBTAG00000022466	E1BIV8	
ENSBTAG00000045923	Q70IB5	
ENSBTAG00000011333	A0AAA9SFG5	
ENSBTAG00000038079	A0A3Q1M5F3	
ENSBTAG00000002610	A0AAF6YJR2	
ENSBTAG00000038079	A2VDV3	
ENSBTAG00000011333	A0AAA9TM50	
ENSBTAG00000047707	G3N0Z1	
ENSBTAG00000012012	A0A452DIG0	
ENSBTAG00000012012	A0AAA9T6V6	
ENSBTAG00000011333	A0AAA9S6I3	
ENSBTAG00000026481	A0AAA9T7I7	
ENSBTAG00000003038	F1MCG5	
ENSBTAG00000012012		P00171
ENSBTAG00000011333	A0AAA9SZ66	
ENSBTAG00000012012	A0AAA9SHW5	
ENSBTAG00000003038	E1BJS0	
ENSBTAG00000012012	A0AAA9SBS1	
ENSBTAG00000026481	E1B7H3	
ENSBTAG00000003039	A0AAF6YKP0	
ENSBTAG00000026481	A0AAA9SLI8	
ENSBTAG00000009687	A0AAA9SS23	
ENSBTAG00000007438	A0AAA9SN45	
ENSBTAG00000009687	F1MRI2	
ENSBTAG00000003039	A0AAA9TCG8	
ENSBTAG00000009687	A0AAA9U094	
ENSBTAG00000007438	A5D7G6	
ENSBTAG00000000215	A0A3Q1LJU0	
ENSBTAG00000000215	A0AAA9RYW2	
ENSBTAG00000009194	A0AAA9TR71	
ENSBTAG00000009686	A0A3Q1MWY3	
ENSBTAG00000000215	A0AAF6YGH1	
ENSBTAG00000015235	E1BE11	
ENSBTAG00000009686	A0A452DIC0	
ENSBTAG00000009194	G3X8E8	
ENSBTAG00000009686		
ENSBTAG00000000215		P62871
ENSBTAG00000008953	A0AAA9SIH0	
ENSBTAG00000009194	F1MFD9	
ENSBTAG00000015235	A0AAA9SUB9	
ENSBTAG00000008953	A6QPZ6	
ENSBTAG00000002612	F1MLX2	
ENSBTAG00000017426	A0AAA9SXZ4	
ENSBTAG00000008953	A0AAA9TUU7	
ENSBTAG00000008953	A0AAA9T0I2	
ENSBTAG00000001224		A1A4J6
ENSBTAG00000040477	F1MFF9	
ENSBTAG00000017426	E1BKM4	
ENSBTAG00000002612	A0AAF6DLJ6	
ENSBTAG00000001224	A0A3Q1MA96	
ENSBTAG00000008954		Q3SZC2
ENSBTAG00000000795	A0AAF6YHB2	
ENSBTAG00000000795	A0AAA9SM11	
ENSBTAG00000001224	A0A3Q1LPK4	
ENSBTAG00000012451	A0AAA9TA42	
ENSBTAG00000040477	A0A3Q1M5B6	
ENSBTAG00000000795	A0AAA9S1J6	
ENSBTAG00000035286		
ENSBTAG00000002612	A0A3Q1LWI8	
ENSBTAG00000012451	A0AAA9T635	
ENSBTAG00000000795	A0A3Q1LLQ4	
ENSBTAG00000050200	A0A3Q1LS63	
ENSBTAG00000050200	A0AAA9RTI8	
ENSBTAG00000002612	A0A3Q1LT80	
ENSBTAG00000050200	A0AAA9SNS6	
ENSBTAG00000035286	A0AAA9U123	
ENSBTAG00000012451	Q58DW7	
ENSBTAG00000015574	A0AAA9SPF5	
ENSBTAG00000050200	A0AAA9T578	
ENSBTAG00000035286	A0AAF6Z613	
ENSBTAG00000002612	A0A3Q1MT39	
ENSBTAG00000008003	A0A3Q1MBG8	
ENSBTAG00000015574	A0AAA9S0M7	
ENSBTAG00000035286	A0AAA9TB39	
ENSBTAG00000050200	A0A3Q1NGV0	
ENSBTAG00000015574	F1MIF5	
ENSBTAG00000015730	A0AAA9SV51	
